"year" "acousticness" "duration" "energy" "explicit" "key" "liveness" "loudness" "mode" "tempo" "pop.class"
"8413" 1953 0.99 187011 0.434 0 "Db" 0.479 -8.76 0 91.081 "D"
"8414" 1969 0.675 195560 0.343 0 "G" 0.093 -11.541 0 91.113 "C"
"8415" 1992 0.381 346600 0.546 1 "D" 0.116 -11.656 1 127.525 "B"
"8416" 1971 0.668 133400 0.594 0 "E" 0.117 -11.531 0 125.891 "C"
"8417" 1975 0.0455 149493 0.305 0 "B" 0.106 -10.636 0 81.475 "C"
"8418" 1952 0.969 191427 0.265 0 "B" 0.119 -14.939 0 121.413 "D"
"8419" 2009 0.127 246640 0.721 1 "Bb" 0.36 -4.685 1 101.982 "B"
"8420" 1991 0.0354 232867 0.785 0 "A" 0.0935 -8.788 0 127.957 "B"
"8421" 1965 0.905 153267 0.925 1 "C" 0.114 -3.371 1 106.506 "D"
"8422" 1980 0.124 263973 0.658 1 "G" 0.131 -11.142 1 126.081 "C"
"8423" 1972 0.984 173240 0.22 0 "C" 0.0556 -14.826 0 98.525 "D"
"8424" 1930 0.996 381152 0.259 1 "F" 0.408 -15.332 1 69.463 "D"
"8425" 1983 0.245 231840 0.445 0 "F" 0.102 -16.857 0 120.241 "C"
"8426" 1956 0.704 130560 0.537 0 "E" 0.27 -9.755 0 137.273 "C"
"8427" 2003 0.0793 131867 0.833 0 "F" 0.0819 -4.536 0 109.928 "B"
"8428" 2009 0.274 188133 0.726 1 "Eb" 0.127 -9.764 1 79.55 "B"
"8429" 1962 0.926 365667 0.0893 1 "Eb" 0.11 -19.452 1 178.676 "C"
"8430" 1991 0.0393 308427 0.835 0 "G" 0.665 -8.475 0 114.436 "A"
"8431" 1979 0.99 283133 0.00843 0 "Ab" 0.111 -27.064 0 70.452 "C"
"8432" 2012 0.259 253524 0.443 0 "Ab" 0.11 -12.197 0 133.352 "A"
"8433" 1977 0.0278 521733 0.593 0 "D" 0.994 -15.709 0 85.657 "C"
"8434" 1972 0.78 253400 0.525 0 "A" 0.079 -18.063 0 123.694 "C"
"8435" 1958 0.919 177627 0.203 0 "Db" 0.146 -14.992 0 111.52 "D"
"8436" 1982 0.968 238062 0.299 1 "G" 0.0965 -17.305 1 127.068 "B"
"8437" 2013 0.000134 311054 0.948 1 "Db" 0.324 -7.271 1 114.955 "B"
"8438" 1951 0.435 127133 0.479 0 "B" 0.304 -23.988 0 110.775 "D"
"8439" 1976 0.939 162533 0.219 0 "C" 0.101 -18.435 0 126.585 "C"
"8440" 1964 0.945 236627 0.306 1 "F" 0.201 -10.353 1 137.971 "B"
"8441" 1963 0.943 288640 0.0606 0 "C" 0.117 -20.446 0 98.79 "C"
"8442" 1945 0.985 232347 0.147 0 "D" 0.303 -16.349 0 124.383 "D"
"8443" 1953 0.883 210947 0.449 1 "A" 0.32 -7.233 1 180.316 "D"
"8444" 2009 0.00813 285920 0.877 1 "F" 0.26 -4.561 1 118.484 "B"
"8445" 2016 0.337 195253 0.465 0 "D" 0.0638 -3.639 0 142.94 "B"
"8446" 1965 0.683 165427 0.279 0 "Db" 0.113 -10.308 0 176.702 "D"
"8447" 2004 0.0428 222467 0.673 0 "C" 0.397 -6.042 0 173.274 "B"
"8448" 1986 0.528 192560 0.773 1 "D" 0.102 -4.846 1 120.064 "B"
"8449" 1972 0.75 178867 0.3 0 "Eb" 0.283 -13.995 0 109.795 "C"
"8450" 2015 1.29e-05 200147 0.97 1 "D" 0.189 -4.538 1 75.106 "A"
"8451" 1949 0.988 45520 0.267 0 "G" 0.11 -16.294 0 144.568 "D"
"8452" 1967 0.655 137840 0.448 0 "E" 0.264 -16.033 0 106.563 "C"
"8453" 1929 0.992 149000 0.203 0 "G" 0.107 -12.422 0 210.387 "D"
"8454" 1968 0.394 187333 0.393 0 "Bb" 0.255 -11.894 0 98.332 "B"
"8455" 1972 0.738 193493 0.297 0 "E" 0.139 -9.618 0 183.757 "B"
"8456" 1967 0.842 207240 0.444 0 "Gb" 0.139 -11.795 0 137.951 "C"
"8457" 1973 0.9 187600 0.361 0 "G" 0.67 -14.443 0 79.778 "C"
"8458" 2020 0.762 194204 0.472 1 "D" 0.111 -11.203 1 120.31 "A"
"8459" 2011 0.64 280853 0.227 0 "D" 0.0248 -16.67 0 74.993 "A"
"8460" 1997 0.000371 284507 0.932 0 "A" 0.295 -6.053 0 96.23 "C"
"8461" 2000 0.0589 299093 0.756 1 "Db" 0.383 -7.971 1 96.015 "B"
"8462" 1935 0.959 171867 0.292 0 "Ab" 0.103 -9.611 0 97.318 "D"
"8463" 1974 0.448 184600 0.731 0 "D" 0.297 -10.592 0 129.684 "C"
"8464" 1989 0.234 377133 0.469 1 "E" 0.0388 -12.222 1 135.752 "C"
"8465" 2016 0.188 225240 0.801 0 "C" 0.166 -4.086 0 177.843 "A"
"8466" 2020 0.00525 205872 0.78 0 "Bb" 0.418 -6.663 0 83.913 "A"
"8467" 2007 0.191 234093 0.832 0 "E" 0.186 -4.365 0 133.037 "B"
"8468" 1940 0.43 158654 0.66 1 "C" 0.0507 -6.67 1 143.127 "D"
"8469" 1970 0.0939 200267 0.671 0 "Db" 0.248 -12.484 0 109.333 "A"
"8470" 1930 0.987 194507 0.37 1 "A" 0.137 -9.999 1 110.032 "D"
"8471" 1969 0.77 220160 0.338 1 "G" 0.199 -10.747 1 95.899 "C"
"8472" 1927 0.888 144533 0.333 0 "A" 0.061 -13.096 0 172.963 "D"
"8473" 2017 0.634 223921 0.651 1 "G" 0.125 -5.481 1 140.048 "B"
"8474" 1972 0.0259 473493 0.708 0 "F" 0.0718 -13.936 0 119.77 "C"
"8475" 1997 0.554 266173 0.753 1 "D" 0.132 -6.476 1 91.902 "C"
"8476" 1948 0.968 80507 0.263 0 "Bb" 0.234 -14.035 0 95.208 "D"
"8477" 1965 0.571 131533 0.606 1 "A" 0.119 -9.321 1 124.661 "C"
"8478" 2000 0.00378 212973 0.87 1 "C" 0.335 -6.058 1 129.947 "B"
"8479" 1982 0.102 260606 0.784 0 "D" 0.412 -6.418 0 125.653 "C"
"8480" 1930 0.995 167947 0.389 1 "F" 0.461 -9.756 1 76.206 "D"
"8481" 1969 0.679 88360 0.398 1 "A" 0.118 -12.984 1 77.118 "C"
"8482" 2003 0.0624 204173 0.861 1 "Eb" 0.131 -4.819 1 105.017 "B"
"8483" 1923 0.99 144680 0.246 0 "Gb" 0.165 -21.15 0 63.823 "D"
"8484" 1977 0.742 181747 0.446 0 "E" 0.099 -15.282 0 130.744 "C"
"8485" 2020 0.0798 172099 0.657 1 "C" 0.307 -8.489 1 122.911 "A"
"8486" 1961 0.608 216200 0.514 0 "A" 0.175 -10.803 0 82.879 "C"
"8487" 1962 0.811 197653 0.443 0 "G" 0.0489 -7.755 0 123.9 "C"
"8488" 1988 0.000117 272853 0.997 0 "G" 0.1 -4.404 0 140.574 "C"
"8489" 1981 0.105 317560 0.636 0 "C" 0.0865 -6.891 0 85.121 "B"
"8490" 1930 0.99 169133 0.349 0 "C" 0.194 -6.751 0 90.264 "D"
"8491" 1958 0.518 166867 0.433 1 "Eb" 0.36 -11.944 1 164.58 "C"
"8492" 1937 0.992 132813 0.168 1 "E" 0.138 -15.832 1 86.898 "D"
"8493" 2019 0.692 185899 0.781 1 "Db" 0.0835 -4.237 1 99.95 "A"
"8494" 1960 0.881 316533 0.235 0 "C" 0.118 -13.29 0 125.7 "C"
"8495" 1974 0.608 140907 0.395 0 "A" 0.106 -14.593 0 125.007 "C"
"8496" 1986 0.156 309933 0.42 0 "F" 0.988 -17.553 0 73.039 "C"
"8497" 1947 0.984 191360 0.322 0 "Gb" 0.0666 -10.056 0 79.467 "D"
"8498" 1927 0.959 283360 0.273 1 "F" 0.55 -19.847 1 138.036 "D"
"8499" 1963 0.845 140693 0.334 0 "Eb" 0.189 -15.212 0 126.393 "B"
"8500" 1977 0.932 430293 0.0599 1 "F" 0.0716 -19.066 1 117.765 "C"
"8501" 1945 0.958 196627 0.156 0 "Eb" 0.321 -14.084 0 87.87 "D"
"8502" 1940 0.994 197653 0.169 0 "D" 0.113 -18.862 0 93.89 "D"
"8503" 1954 0.974 135602 0.569 0 "Bb" 0.347 -3.096 0 120.027 "D"
"8504" 1977 0.00415 221067 0.845 0 "A" 0.331 -10.768 0 127.534 "C"
"8505" 1980 0.322 227653 0.511 0 "B" 0.0672 -8.914 0 94.736 "C"
"8506" 1957 0.857 218160 0.354 1 "E" 0.907 -18.074 1 146.388 "D"
"8507" 1933 0.912 181067 0.151 1 "F" 0.104 -12.484 1 84.635 "D"
"8508" 1987 0.0903 248333 0.815 0 "D" 0.313 -11.685 0 107.101 "C"
"8509" 1936 0.453 627907 0.426 0 "Db" 0.388 -13.711 0 117.147 "D"
"8510" 1997 0.78 211000 0.219 0 "Db" 0.109 -13.112 0 143.447 "B"
"8511" 1989 0.109 394693 0.724 0 "Bb" 0.073 -15.294 0 131.52 "B"
"8512" 1983 0.987 497773 0.0209 0 "Ab" 0.126 -27.015 0 125.242 "B"
"8513" 1965 0.658 131027 0.453 0 "D" 0.119 -12.101 0 94.042 "D"
"8514" 1997 5.44e-05 199973 0.978 0 "B" 0.124 -5.154 0 99.867 "B"
"8515" 1990 0.000211 305293 0.888 0 "D" 0.115 -5.88 0 141.374 "A"
"8516" 1927 0.99 187413 0.376 0 "G" 0.143 -8.313 0 137.012 "D"
"8517" 1974 0.458 244840 0.395 0 "G" 0.14 -14.067 0 101.564 "C"
"8518" 2007 0.672 197080 0.525 0 "F" 0.112 -7.152 0 128.054 "A"
"8519" 2006 0.00433 224880 0.498 1 "E" 0.0558 -12.286 1 94.848 "B"
"8520" 1969 0.613 242227 0.276 0 "C" 0.126 -17.17 0 137.74 "C"
"8521" 1986 0.000717 186933 0.945 1 "Eb" 0.309 -8.762 1 148.16 "C"
"8522" 1950 0.532 98550 0.274 0 "C" 0.205 -18.999 0 66.978 "D"
"8523" 2019 0.236 170667 0.42 0 "Ab" 0.119 -7.827 0 90.051 "A"
"8524" 1980 0.00584 286680 0.754 0 "Gb" 0.266 -8.409 0 169.617 "C"
"8525" 1985 0.221 230720 0.665 1 "A" 0.0403 -7.43 1 97.996 "A"
"8526" 2009 0.64 254880 0.466 0 "Eb" 0.108 -7.52 0 83.853 "B"
"8527" 1964 0.0961 141880 0.812 0 "G" 0.27 -8.171 0 164.869 "C"
"8528" 2004 0.9 252333 0.315 0 "Ab" 0.326 -13.359 0 131.806 "B"
"8529" 1952 0.992 525933 0.133 0 "Eb" 0.645 -24.271 0 132.567 "D"
"8530" 1976 0.716 219973 0.302 0 "E" 0.119 -7.099 0 115.399 "C"
"8531" 1962 0.638 399227 0.674 0 "Eb" 0.193 -14.447 0 135.664 "D"
"8532" 1976 0.000261 234413 0.284 1 "G" 0.307 -14.761 1 141.451 "C"
"8533" 1977 0.0102 290773 0.843 1 "Gb" 0.156 -7.204 1 152.669 "C"
"8534" 2004 0.483 261267 0.299 0 "D" 0.145 -9.903 0 139.87 "B"
"8535" 2009 0.518 266307 0.449 1 "G" 0.136 -7.569 1 79.12 "B"
"8536" 1936 0.433 553067 0.391 0 "Db" 0.372 -14.362 0 101.502 "D"
"8537" 1977 0.0853 560000 0.462 1 "B" 0.0822 -8.173 1 166.349 "C"
"8538" 1973 0.399 227067 0.716 1 "A" 0.0872 -10.927 1 115.4 "C"
"8539" 1974 0.6 190080 0.523 1 "F" 0.117 -8.502 1 93.78 "B"
"8540" 1948 0.666 96000 0.228 1 "C" 0.0977 -16.712 1 90.278 "D"
"8541" 1949 0.918 191817 0.402 1 "D" 0.287 -8.486 1 149.27 "D"
"8542" 1942 0.977 187413 0.415 0 "Eb" 0.0753 -9.575 0 128.761 "D"
"8543" 1953 0.882 222707 0.3 0 "A" 0.347 -20.306 0 116.461 "D"
"8544" 1945 0.978 164400 0.352 0 "D" 0.146 -10.846 0 128.033 "D"
"8545" 2003 7.19e-05 177800 0.875 1 "F" 0.197 -3.753 1 139.962 "C"
"8546" 1955 0.217 147000 0.22 0 "Gb" 0.134 -20.675 0 104.234 "D"
"8547" 2020 0.802 190348 0.408 0 "F" 0.171 -7.941 0 127.918 "A"
"8548" 1996 0.121 300533 0.542 0 "Db" 0.112 -6.115 0 120.057 "C"
"8549" 1960 0.401 136133 0.818 0 "A" 0.616 -11.495 0 94.795 "D"
"8550" 1975 0.23 257667 0.838 0 "F" 0.24 -5.586 0 120.247 "C"
"8551" 2009 0.139 359507 0.718 0 "D" 0.0734 -10.042 0 152.023 "B"
"8552" 1988 0.468 168653 0.735 0 "Bb" 0.136 -6.987 0 176.906 "C"
"8553" 2013 0.0567 255853 0.494 1 "E" 0.144 -8.782 1 67.622 "B"
"8554" 1969 0.792 233300 0.45 0 "B" 0.0852 -7.484 0 103.89 "C"
"8555" 1940 0.973 195027 0.105 1 "D" 0.116 -15.246 1 108.679 "D"
"8556" 1991 0.966 181667 0.0675 1 "F" 0.0897 -18.781 1 60.858 "B"
"8557" 1957 0.946 163667 0.0677 0 "D" 0.28 -20.293 0 94.065 "B"
"8558" 2017 0.123 281987 0.687 1 "Gb" 0.113 -5.454 1 140.064 "B"
"8559" 2018 0.000107 261680 0.976 0 "G" 0.271 -2.189 0 199.888 "A"
"8560" 2005 0.083 268667 0.581 0 "F" 0.13 -6.586 0 147.966 "B"
"8561" 1976 0.24 276132 0.401 1 "A" 0.642 -10.872 1 127.041 "C"
"8562" 1992 0.55 279429 0.557 0 "Ab" 0.0811 -7.626 0 198.759 "B"
"8563" 1991 0.252 234440 0.475 0 "C" 0.112 -11.148 0 125.768 "B"
"8564" 1970 0.659 50467 0.489 0 "F" 0.457 -12.276 0 157.03 "B"
"8565" 1979 0.151 222601 0.871 0 "C" 0.364 -3.366 0 114.178 "C"
"8566" 1975 0.438 342827 0.57 1 "F" 0.171 -8.783 1 205.94 "C"
"8567" 2016 0.882 184600 0.294 1 "F" 0.0981 -13.673 1 129.146 "A"
"8568" 1964 0.483 156480 0.624 1 "Gb" 0.35 -10.34 1 113.94 "B"
"8569" 1967 0.762 112200 0.497 0 "C" 0.122 -15.499 0 89.119 "C"
"8570" 1952 0.828 1267319 0.327 1 "Gb" 0.703 -11.89 1 142.062 "D"
"8571" 1970 0.815 200667 0.164 1 "F" 0.109 -20.924 1 121.507 "B"
"8572" 1982 0.00426 54742 0.905 0 "C" 0.0864 -3.399 0 146.39 "C"
"8573" 2018 0.356 213451 0.452 0 "B" 0.308 -8.026 0 112.963 "A"
"8574" 2012 0.581 414707 0.665 1 "G" 0.0391 -5.519 1 94.115 "B"
"8575" 2019 0.664 208960 0.383 0 "Gb" 0.259 -6.063 0 135.15 "A"
"8576" 1942 0.983 194064 0.15 0 "F" 0.404 -12.191 0 104.55 "D"
"8577" 1983 0.0236 388707 0.589 0 "D" 0.0987 -12.313 0 99.794 "C"
"8578" 2007 0.604 255800 0.64 0 "C" 0.513 -3.656 0 190.403 "B"
"8579" 2011 0.152 378627 0.544 0 "Db" 0.121 -9.231 0 80.029 "B"
"8580" 1957 0.789 254440 0.512 0 "Ab" 0.25 -9.194 0 116.006 "C"
"8581" 1963 0.487 158373 0.602 1 "Db" 0.258 -12.052 1 204.388 "C"
"8582" 1985 0.248 199667 0.733 0 "C" 0.396 -7.96 0 134.059 "C"
"8583" 2003 0.00311 246627 0.849 0 "G" 0.117 -9.472 0 109.967 "B"
"8584" 1977 0.659 160915 0.163 0 "D" 0.0693 -15.597 0 81.487 "C"
"8585" 1946 0.98 187973 0.162 1 "Db" 0.125 -17.496 1 67.569 "D"
"8586" 2004 0.544 244600 0.569 0 "G" 0.178 -7.459 0 120.507 "B"
"8587" 2019 0.976 298750 0.0496 0 "F" 0.0839 -26.249 0 71.858 "A"
"8588" 2009 0.582 176093 0.789 0 "G" 0.518 -5.077 0 112.473 "B"
"8589" 1940 0.995 186307 0.0539 0 "Bb" 0.138 -23.867 0 83.313 "D"
"8590" 1958 0.499 479107 0.384 0 "Bb" 0.0705 -12.794 0 149.987 "C"
"8591" 2006 0.00194 214400 0.951 0 "C" 0.157 -3.003 0 93.974 "B"
"8592" 2017 0.195 158684 0.625 1 "Bb" 0.266 -5.417 1 99.061 "A"
"8593" 1988 0.375 214373 0.318 0 "B" 0.171 -12.699 0 78.686 "B"
"8594" 1989 0.716 243573 0.412 0 "G" 0.06 -10.903 0 90.826 "C"
"8595" 1982 0.00875 439994 0.668 1 "Bb" 0.431 -7.599 1 184.659 "C"
"8596" 1930 0.992 276333 0.365 0 "G" 0.273 -10.261 0 59.795 "D"
"8597" 1978 0.134 498867 0.401 0 "D" 0.838 -17.484 0 101.584 "B"
"8598" 1989 0.0017 287760 0.669 0 "A" 0.0617 -10.36 0 188.603 "C"
"8599" 1934 0.939 201091 0.149 0 "F" 0.276 -14.547 0 130.473 "D"
"8600" 1975 0.971 59093 0.0123 1 "D" 0.138 -28.439 1 95.586 "C"
"8601" 1979 0.246 381907 0.562 0 "C" 0.0456 -12.682 0 94.733 "C"
"8602" 2016 0.0872 192995 0.46 0 "Ab" 0.0833 -10.559 0 126.388 "B"
"8603" 1948 0.919 167853 0.134 1 "E" 0.0692 -12.752 1 89.397 "D"
"8604" 1946 0.72 149500 0.119 0 "B" 0.0977 -15.707 0 95.391 "D"
"8605" 1959 0.694 160373 0.352 0 "G" 0.584 -11.426 0 108.123 "C"
"8606" 1978 0.0138 314627 0.847 1 "E" 0.123 -8.89 1 132.26 "C"
"8607" 2006 0.14 208733 0.55 1 "F" 0.0763 -6.905 1 90.97 "B"
"8608" 1985 0.952 196827 0.162 0 "E" 0.106 -14.104 0 105.306 "C"
"8609" 2008 0.0034 315387 0.772 0 "C" 0.137 -8.083 0 129.681 "B"
"8610" 1982 0.748 288427 0.273 0 "C" 0.145 -11.584 0 101.984 "C"
"8611" 2007 0.029 229667 0.894 0 "G" 0.094 -3.772 0 163.396 "C"
"8612" 1999 0.0086 229547 0.748 1 "B" 0.0686 -5.947 1 93.878 "B"
"8613" 1942 0.963 301707 0.214 0 "C" 0.583 -12.006 0 74.616 "D"
"8614" 1930 0.934 193480 0.487 0 "D" 0.209 -8.301 0 112.974 "D"
"8615" 1998 0.00481 170573 0.373 0 "D" 0.0731 -8.447 0 144.812 "B"
"8616" 2002 0.00112 234933 0.888 1 "Gb" 0.46 -8.715 1 144.021 "A"
"8617" 1971 0.795 70427 0.343 1 "Bb" 0.678 -15.791 1 138.524 "C"
"8618" 2006 0.000402 234547 0.94 1 "D" 0.235 -4.823 1 182.189 "B"
"8619" 2011 0.206 185920 0.781 1 "B" 0.248 -9.097 1 102 "B"
"8620" 1973 0.883 388107 0.27 0 "C" 0.0773 -17.707 0 83.474 "B"
"8621" 2000 0.00188 368667 0.797 0 "C" 0.145 -6.152 0 117.987 "A"
"8622" 1963 0.941 140853 0.243 0 "C" 0.147 -12.446 0 88.145 "D"
"8623" 1950 0.979 2191726 0.209 1 "Bb" 0.072 -14.603 1 80.763 "D"
"8624" 1943 0.974 190359 0.392 0 "E" 0.139 -11.487 0 71.519 "D"
"8625" 2002 0.128 213053 0.813 0 "D" 0.164 -4.58 0 95.001 "B"
"8626" 1999 0.0951 301160 0.359 1 "Bb" 0.129 -8.309 1 126.15 "B"
"8627" 2017 0.0183 212067 0.897 0 "A" 0.174 -4.879 0 160.131 "A"
"8628" 1986 0.56 319227 0.616 0 "Bb" 0.0483 -10.881 0 101.998 "C"
"8629" 1978 0.404 190427 0.338 0 "A" 0.0849 -13.565 0 114.056 "C"
"8630" 2011 0.0415 220480 0.599 1 "Gb" 0.0952 -7.162 1 99.911 "B"
"8631" 2005 0.0016 228027 0.944 0 "Ab" 0.0687 -2.174 0 140.043 "B"
"8632" 1982 0.492 214773 0.739 0 "D" 0.14 -6.976 0 133.072 "C"
"8633" 1945 0.763 226040 0.299 0 "G" 0.12 -14.242 0 172.851 "D"
"8634" 2014 0.00103 235800 0.841 0 "G" 0.337 -6.938 0 91.993 "A"
"8635" 1960 0.945 163587 0.222 0 "F" 0.393 -12.374 0 59.906 "D"
"8636" 1998 0.0262 199960 0.706 1 "Db" 0.0881 -5.652 1 115.04 "B"
"8637" 1975 0.751 219173 0.41 0 "B" 0.105 -12.799 0 96.282 "C"
"8638" 1930 0.995 194800 0.518 0 "Ab" 0.18 -7.362 0 90.079 "D"
"8639" 1968 0.266 315773 0.72 0 "G" 0.101 -14.11 0 103.213 "C"
"8640" 1959 0.758 114200 0.749 0 "Eb" 0.158 -8.155 0 137.565 "D"
"8641" 1942 0.895 130534 0.521 1 "A" 0.143 -9.56 1 89.401 "D"
"8642" 1968 0.592 179440 0.657 0 "C" 0.08 -7.792 0 157.269 "B"
"8643" 1978 0.111 384867 0.702 1 "E" 0.0429 -13.218 1 127.901 "C"
"8644" 2010 0.172 198573 0.701 1 "D" 0.242 -8.241 1 134.966 "B"
"8645" 1981 0.0637 217827 0.511 0 "G" 0.101 -10.843 0 114.003 "B"
"8646" 1981 0.773 256507 0.228 0 "Ab" 0.0935 -9.762 0 62.511 "C"
"8647" 1954 0.978 179373 0.277 0 "Bb" 0.109 -12.186 0 114.701 "D"
"8648" 1966 0.973 197293 0.0289 0 "Bb" 0.311 -28.134 0 138.995 "C"
"8649" 1993 0.839 435947 0.318 0 "C" 0.103 -20.284 0 105.038 "C"
"8650" 1949 0.995 185580 0.144 1 "Bb" 0.167 -8.879 1 103.849 "D"
"8651" 1989 0.729 264947 0.32 0 "B" 0.0975 -8.344 0 120.029 "B"
"8652" 2016 0.00917 144509 0.871 1 "Eb" 0.172 -5.581 1 140.915 "B"
"8653" 1947 0.995 156848 0.155 1 "F" 0.424 -8.238 1 116.365 "D"
"8654" 2014 0.0117 197760 0.964 1 "B" 0.225 -1.555 1 124.997 "B"
"8655" 1996 0.286 200893 0.641 0 "G" 0.0997 -9.697 0 93.534 "B"
"8656" 1978 0.58 325080 0.668 1 "C" 0.141 -7.556 1 118.564 "B"
"8657" 1985 6.09e-06 263000 0.779 0 "G" 0.0873 -8.571 0 139.639 "C"
"8658" 1945 0.974 223133 0.0702 0 "Bb" 0.0543 -18.103 0 89.726 "D"
"8659" 1927 0.951 154960 0.607 1 "A" 0.103 -17.579 1 119.664 "D"
"8660" 2001 0.0192 226773 0.728 1 "A" 0.093 -5.566 1 94.015 "B"
"8661" 1999 0.614 126267 0.472 0 "Ab" 0.505 -8.749 0 67.196 "B"
"8662" 2000 0.0293 255867 0.819 1 "Bb" 0.0744 -3.941 1 109.998 "B"
"8663" 2017 0.0126 219183 0.699 0 "B" 0.391 -5 0 94.935 "A"
"8664" 1938 0.994 170600 0.115 0 "C" 0.201 -17.11 0 113.886 "D"
"8665" 2019 0.91 198000 0.038 0 "D" 0.0799 -29.067 0 79.196 "B"
"8666" 1984 0.74 306667 0.688 0 "G" 0.215 -9.77 0 102.193 "C"
"8667" 1958 0.811 215200 0.368 1 "Bb" 0.116 -14.736 1 97.86 "C"
"8668" 1983 0.00481 278800 0.443 0 "D" 0.323 -15.839 0 177.538 "C"
"8669" 1994 0.944 215560 0.278 1 "C" 0.708 -17.283 1 117.218 "C"
"8670" 1971 0.47 172973 0.0986 0 "C" 0.123 -15.952 0 147.39 "C"
"8671" 2003 0.497 653160 0.38 0 "G" 0.125 -11.46 0 96.995 "C"
"8672" 2012 0.0172 237827 0.665 1 "Gb" 0.365 -5.984 1 131.108 "A"
"8673" 1965 0.741 146973 0.541 0 "Db" 0.19 -9.163 0 157.427 "D"
"8674" 1933 0.994 163000 0.0656 0 "Ab" 0.124 -17.483 0 120.662 "D"
"8675" 2003 0.907 281747 0.237 0 "E" 0.108 -16.924 0 120.555 "B"
"8676" 2007 0.0364 60400 0.945 1 "Bb" 0.394 -3.949 1 105.079 "B"
"8677" 1997 0.00615 216867 0.858 0 "E" 0.04 -5.395 0 103.024 "B"
"8678" 2001 0.042 187747 0.812 0 "C" 0.176 -5.685 0 155.121 "B"
"8679" 2015 0.000761 228947 0.776 0 "Db" 0.0992 -10.3 0 138.069 "D"
"8680" 1945 0.0566 99200 0.209 1 "D" 0.111 -21.023 1 115.962 "D"
"8681" 1967 0.784 148413 0.293 0 "C" 0.0936 -11.361 0 117.613 "B"
"8682" 1969 0.25 179120 0.482 0 "F" 0.153 -10.289 0 82.233 "B"
"8683" 1958 0.896 166613 0.437 0 "Bb" 0.0798 -11.839 0 83.762 "C"
"8684" 1992 0.446 168840 0.498 0 "F" 0.104 -7.834 0 130.359 "B"
"8685" 1996 0.575 306933 0.358 0 "D" 0.132 -8.959 0 127.843 "B"
"8686" 1990 0.122 234867 0.66 0 "A" 0.14 -9.278 0 94.034 "C"
"8687" 2010 0.198 318909 0.42 0 "C" 0.0899 -7.842 0 128.012 "A"
"8688" 1975 0.34 249000 0.701 0 "Db" 0.0569 -6.26 0 82.509 "C"
"8689" 2002 0.107 187973 0.808 0 "D" 0.0618 -7.201 0 133.563 "B"
"8690" 2000 0.698 186693 0.586 0 "Eb" 0.0865 -4.822 0 107.726 "C"
"8691" 1997 0.0773 264707 0.758 0 "Ab" 0.539 -6.88 0 110.003 "B"
"8692" 1949 0.123 420000 0.474 1 "A" 0.328 -9.591 1 78.167 "D"
"8693" 1957 0.121 155835 0.587 1 "Bb" 0.209 -13.291 1 105.613 "D"
"8694" 1986 0.128 208200 0.523 0 "C" 0.0517 -11.591 0 104.232 "C"
"8695" 1953 0.903 104800 0.114 0 "E" 0.095 -19.501 0 110.464 "D"
"8696" 1964 0.96 193920 0.0306 1 "E" 0.113 -16.321 1 86.425 "D"
"8697" 1960 0.736 173373 0.486 0 "A" 0.0536 -7.8 0 119.897 "C"
"8698" 2007 0.00193 215853 0.73 0 "Db" 0.0627 -5.963 0 178.117 "B"
"8699" 1967 0.841 175076 0.455 0 "D" 0.0823 -8.06 0 166.705 "B"
"8700" 1959 0.885 859560 0.193 1 "D" 0.198 -16.475 1 75.678 "D"
"8701" 1982 0.556 286933 0.578 1 "F" 0.267 -9.85 1 91.484 "B"
"8702" 2006 0.00105 199200 0.811 0 "Eb" 0.0677 -4.079 0 123.048 "A"
"8703" 1970 0.734 89133 0.0686 1 "A" 0.465 -21.71 1 92.125 "C"
"8704" 2006 0.51 232493 0.816 0 "Eb" 0.356 -4.751 0 96.038 "B"
"8705" 2011 0.000107 181573 0.442 0 "Db" 0.111 -8.558 0 201.8 "A"
"8706" 1986 0.193 225533 0.726 1 "E" 0.313 -11.57 1 136.656 "C"
"8707" 1985 0.0885 265013 0.792 1 "Gb" 0.199 -5.596 1 104.967 "B"
"8708" 1942 0.986 198373 0.0761 0 "D" 0.145 -18.193 0 168.053 "D"
"8709" 1978 0.478 191560 0.193 0 "Gb" 0.0994 -16.629 0 108.378 "C"
"8710" 2014 0.0212 409987 0.697 0 "Ab" 0.38 -5.886 0 144.01 "B"
"8711" 1999 0.0156 275160 0.707 1 "Gb" 0.113 -5.691 1 127.81 "C"
"8712" 1996 0.452 193400 0.455 0 "A" 0.113 -9.813 0 90.183 "C"
"8713" 2014 0.859 226600 0.52 0 "Ab" 0.115 -7.747 0 120.001 "A"
"8714" 1981 0.278 292600 0.768 0 "Db" 0.0628 -4.52 0 111.381 "C"
"8715" 1946 0.994 212267 0.231 0 "Gb" 0.114 -12.012 0 88.489 "D"
"8716" 2018 0.0196 140643 0.717 1 "C" 0.0766 -5.212 1 139.995 "A"
"8717" 1962 0.547 139760 0.552 1 "B" 0.133 -13.592 1 123.864 "C"
"8718" 1963 0.716 129333 0.467 0 "E" 0.135 -10.041 0 129.578 "B"
"8719" 2004 0.44 225240 0.717 1 "A" 0.13 -5.201 1 125.976 "B"
"8720" 2015 0.479 230453 0.443 0 "G" 0.11 -6.972 0 63.122 "B"
"8721" 1990 0.656 323067 0.713 0 "Ab" 0.295 -8.734 0 91.595 "B"
