"year" "acousticness" "duration" "energy" "explicit" "key" "liveness" "loudness" "mode" "tempo" "pop.class"
"2684" 1988 0.601 255773 0.41 1 "B" 0.0946 -9.729 1 69.15 "B"
"2685" 1998 0.00588 250040 0.576 1 "Bb" 0.332 -8.171 1 99.05 "B"
"2686" 1953 0.976 335000 0.0527 0 "Bb" 0.0841 -24.284 0 83.145 "D"
"2687" 1963 0.627 146360 0.66 0 "C" 0.136 -8.337 0 116.634 "B"
"2688" 1979 0.163 261067 0.433 1 "E" 0.117 -15.962 1 133.148 "C"
"2689" 1942 0.979 204095 0.04 0 "E" 0.102 -18.625 0 68.478 "D"
"2690" 1998 0.00889 220627 0.985 0 "Gb" 0.56 -2.644 0 144.986 "C"
"2691" 1979 0.00803 208586 0.983 1 "Db" 0.698 -6.013 1 91.169 "C"
"2692" 2015 0.00268 199520 0.724 0 "D" 0.111 -7.764 0 110.012 "B"
"2693" 1948 0.75 123100 0.226 0 "Db" 0.234 -14.637 0 119.973 "D"
"2694" 2015 0.487 121013 0.696 0 "G" 0.0475 -4.523 0 111.266 "B"
"2695" 1942 0.977 205113 0.199 0 "Ab" 0.356 -17.322 0 118.414 "D"
"2696" 2013 0.537 336868 0.571 0 "Bb" 0.101 -8.473 0 119.989 "A"
"2697" 1948 0.99 545347 0.267 0 "C" 0.0791 -17.857 0 138.403 "D"
"2698" 1984 0.989 292213 0.00151 1 "Bb" 0.112 -36.995 1 69.634 "B"
"2699" 1984 0.0112 201747 0.927 0 "A" 0.163 -7.568 0 175.11 "B"
"2700" 1950 0.994 212013 0.409 0 "D" 0.171 -10.624 0 94.014 "D"
"2701" 2017 0.127 142502 0.835 0 "Db" 0.959 -22.591 0 132.874 "A"
"2702" 1927 0.99 207160 0.132 0 "D" 0.4 -16.702 0 95.824 "D"
"2703" 1975 0.243 225027 0.488 0 "Bb" 0.0828 -12.697 0 106.195 "C"
"2704" 1952 0.822 59600 0.542 0 "Db" 0.681 -12.699 0 125.011 "D"
"2705" 1956 0.955 222200 0.289 0 "D" 0.304 -12.053 0 124.356 "D"
"2706" 1982 0.399 234267 0.567 1 "G" 0.0935 -10.897 1 123.787 "C"
"2707" 1987 0.0477 362360 0.583 0 "D" 0.0884 -15.154 0 123.707 "B"
"2708" 1972 0.0572 266426 0.618 0 "Ab" 0.0652 -8.913 0 149.777 "C"
"2709" 1981 0.58 215800 0.241 0 "F" 0.278 -18.509 0 92.838 "C"
"2710" 1964 0.933 275693 0.346 0 "Ab" 0.13 -17.352 0 157.298 "C"
"2711" 1930 0.968 177040 0.137 1 "F" 0.304 -16.185 1 95.776 "D"
"2712" 1981 0.979 53787 0.379 0 "G" 0.28 -17.214 0 110.698 "B"
"2713" 1977 0.103 284067 0.607 1 "Bb" 0.236 -15.293 1 103.612 "C"
"2714" 2002 0.0999 511733 0.87 0 "D" 0.118 -6.603 0 99.319 "B"
"2715" 1927 0.96 177093 0.387 0 "D" 0.112 -13.688 0 113.183 "D"
"2716" 1949 0.818 156514 0.181 0 "D" 0.0969 -8.678 0 113.367 "D"
"2717" 2000 0.617 277307 0.551 1 "D" 0.114 -8.962 1 79.99 "B"
"2718" 2015 0.0035 279453 0.809 0 "Db" 0.0965 -10.895 0 135.033 "D"
"2719" 1989 0.0348 170867 0.686 0 "G" 0.348 -8.595 0 147.531 "B"
"2720" 2018 0.189 219187 0.584 0 "Db" 0.125 -5.047 0 93.016 "A"
"2721" 1978 0.00632 124027 0.994 1 "B" 0.204 -7.399 1 142.606 "C"
"2722" 1969 0.775 153267 0.352 1 "D" 0.14 -13.265 1 93.223 "C"
"2723" 1962 0.787 128333 0.463 0 "G" 0.0915 -9.566 0 143.602 "D"
"2724" 1988 0.00737 231560 0.928 0 "Ab" 0.343 -3.955 0 100.593 "C"
"2725" 1940 0.994 190000 0.28 0 "Ab" 0.104 -17.071 0 108.933 "D"
"2726" 2005 7.75e-05 213813 0.963 1 "Ab" 0.163 -2.606 1 152.079 "B"
"2727" 1942 0.977 195293 0.16 0 "A" 0.125 -9.317 0 96.725 "D"
"2728" 1963 0.936 255227 0.305 1 "Eb" 0.208 -12.435 1 108.229 "A"
"2729" 2007 0.00796 311173 0.717 0 "Ab" 0.0971 -5.097 0 158.054 "B"
"2730" 1959 0.872 167733 0.651 1 "F" 0.124 -10.612 1 92.293 "C"
"2731" 1989 0.191 139240 0.931 1 "Db" 0.33 -13.212 1 106.379 "C"
"2732" 1990 0.169 325800 0.498 1 "G" 0.139 -14.125 1 87.985 "C"
"2733" 1983 0.00588 222947 0.683 0 "D" 0.13 -8.286 0 126.915 "C"
"2734" 1968 0.776 185613 0.28 0 "D" 0.527 -16.134 0 159.61 "D"
"2735" 1998 0.182 197013 0.656 0 "G" 0.0796 -5.465 0 78.716 "B"
"2736" 2004 0.0305 236480 0.706 0 "G" 0.136 -5.317 0 112.962 "B"
"2737" 1954 0.85 195520 0.089 0 "B" 0.111 -14.622 0 85.219 "D"
"2738" 1979 0.131 374493 0.728 1 "E" 0.0407 -11.979 1 122.361 "C"
"2739" 1957 0.958 106347 0.238 0 "Ab" 0.112 -12.32 0 81.477 "D"
"2740" 1996 0.918 180744 0.198 0 "Eb" 0.151 -13.578 0 100.334 "B"
"2741" 1969 0.867 993680 0.125 0 "C" 0.0987 -19.684 0 83.488 "C"
"2742" 1948 0.365 118172 0.496 0 "C" 0.209 -10.155 0 132.691 "D"
"2743" 1940 0.968 210400 0.481 0 "G" 0.118 -6.686 0 78.27 "D"
"2744" 1948 0.995 256973 0.028 0 "D" 0.0845 -29.797 0 79.047 "D"
"2745" 1926 0.437 97900 0.234 1 "F" 0.141 -14.261 1 87.316 "D"
"2746" 2006 0.127 156547 0.582 0 "B" 0.288 -9.205 0 140.124 "B"
"2747" 1944 0.995 166493 0.272 1 "A" 0.246 -8.696 1 84.308 "D"
"2748" 1970 0.222 474360 0.623 0 "A" 0.278 -12.363 0 183.097 "A"
"2749" 2016 0.102 214688 0.553 0 "C" 0.301 -8.026 0 96.002 "B"
"2750" 1973 0.0361 577427 0.456 1 "E" 0.199 -12.193 1 128.593 "C"
"2751" 1959 0.987 169067 0.0359 0 "Bb" 0.121 -22.041 0 69.718 "D"
"2752" 1949 0.978 193907 0.25 0 "D" 0.103 -11.788 0 169.553 "D"
"2753" 1968 0.584 140480 0.563 0 "Gb" 0.667 -11.664 0 112.725 "C"
"2754" 1955 0.986 67693 0.0475 1 "A" 0.423 -29.205 1 60.862 "D"
"2755" 1949 0.962 174320 0.614 0 "E" 0.139 -8.789 0 120.146 "D"
"2756" 1987 0.0436 180973 0.866 1 "Gb" 0.0364 -4.049 1 91.223 "C"
"2757" 2010 0.107 197929 0.934 1 "E" 0.749 -2.527 1 109.029 "B"
"2758" 1991 4.39e-05 270067 0.693 1 "A" 0.0993 -9.948 1 100.564 "B"
"2759" 2011 0.782 172493 0.172 1 "Db" 0.14 -17.089 1 81.421 "A"
"2760" 1999 0.216 319107 0.578 1 "D" 0.106 -5.183 1 79.08 "B"
"2761" 1983 0.965 104960 0.0394 0 "D" 0.101 -17.568 0 75.086 "C"
"2762" 1985 0.719 250627 0.252 0 "E" 0.0415 -14.193 0 115.61 "C"
"2763" 1980 0.184 369907 0.634 0 "G" 0.0746 -10.353 0 117.676 "C"
"2764" 1973 0.879 409307 0.654 1 "C" 0.114 -9.714 1 175.441 "C"
"2765" 1982 0.459 172720 0.358 0 "E" 0.136 -8.698 0 94.474 "C"
"2766" 2015 0.654 201973 0.261 1 "A" 0.115 -11.238 1 152.07 "B"
"2767" 1938 0.992 184227 0.624 0 "A" 0.126 -7.208 0 102.063 "D"
"2768" 2010 0.0438 259279 0.874 0 "G" 0.116 -4.323 0 81.035 "B"
"2769" 1992 0.709 173440 0.338 0 "G" 0.243 -12.572 0 165.174 "C"
"2770" 1928 0.992 181093 0.396 0 "Eb" 0.152 -10.448 0 118.025 "D"
"2771" 2018 0.61 220293 0.678 1 "Bb" 0.111 -6.167 1 122.585 "A"
"2772" 1978 0.119 376707 0.617 0 "Ab" 0.114 -11.126 0 163.968 "C"
"2773" 2015 0.135 222600 0.673 0 "G" 0.292 -4.184 0 130 "A"
"2774" 1996 0.977 281720 0.151 1 "E" 0.0868 -19.689 1 106.219 "B"
"2775" 1964 0.39 129733 0.427 0 "C" 0.0673 -11.612 0 113.768 "D"
"2776" 1999 0.206 236173 0.577 0 "G" 0.15 -6.925 0 89.239 "B"
"2777" 1974 0.644 166413 0.921 0 "D" 0.0448 -3.397 0 146.818 "C"
"2778" 1958 0.828 139627 0.224 0 "D" 0.0792 -12.043 0 115.757 "C"
"2779" 1957 0.754 155760 0.198 0 "Eb" 0.279 -15.902 0 134.305 "D"
"2780" 1950 0.453 123599 0.229 0 "Gb" 0.397 -19.249 0 91.006 "D"
"2781" 1975 0.789 280560 0.429 1 "E" 0.0608 -8.236 1 143.977 "B"
"2782" 2018 0.0183 230953 0.504 0 "Bb" 0.0963 -7.864 0 159.949 "A"
"2783" 1971 0.215 270067 0.553 0 "Gb" 0.0869 -12.23 0 163.713 "C"
"2784" 1950 0.9 181613 0.415 1 "C" 0.124 -9.185 1 121.546 "D"
"2785" 1968 0.0174 253067 0.858 0 "A" 0.0491 -5.711 0 138.579 "D"
"2786" 1931 0.823 147300 0.194 0 "Gb" 0.152 -13.698 0 169.799 "D"
"2787" 1953 0.981 150583 0.448 0 "D" 0.158 -8.679 0 103.639 "D"
"2788" 2014 0.191 237695 0.563 1 "F" 0.0978 -8.627 1 119.94 "B"
"2789" 1957 0.96 188293 0.246 0 "F" 0.284 -9.922 0 125.538 "D"
"2790" 2017 9.81e-05 195566 0.903 0 "D" 0.149 -6.038 0 150.028 "B"
"2791" 1968 0.258 480267 0.589 0 "G" 0.571 -6.952 0 79.051 "C"
"2792" 2012 0.00854 147324 0.571 0 "B" 0.138 -8.384 0 163.452 "B"
"2793" 2003 0.458 252240 0.474 0 "C" 0.131 -6.463 0 135.081 "B"
"2794" 1930 0.994 183587 0.0524 1 "A" 0.0711 -21.244 1 117.875 "D"
"2795" 1948 0.995 213647 0.234 0 "C" 0.117 -13.329 0 130.123 "D"
"2796" 1980 0.378 212933 0.656 0 "Eb" 0.042 -6.373 0 79.701 "A"
"2797" 1959 0.78 243200 0.426 1 "Gb" 0.0887 -14.912 1 91.915 "C"
"2798" 1977 0.00196 114587 0.884 0 "G" 0.332 -4.449 0 136.815 "C"
"2799" 2016 0.0292 247867 0.731 1 "Bb" 0.369 -5.503 1 145.245 "A"
"2800" 1951 0.994 102680 0.0144 0 "D" 0.0868 -25.802 0 74.111 "D"
"2801" 1943 0.995 137907 0.0296 0 "Db" 0.121 -24.808 0 191.444 "D"
"2802" 1954 0.96 174253 0.446 0 "C" 0.108 -10.034 0 97.776 "D"
"2803" 1990 0.987 297667 0.0263 0 "Gb" 0.109 -29.361 0 71.095 "C"
"2804" 1964 0.301 171373 0.363 1 "A" 0.0734 -10.6 1 203.949 "D"
"2805" 1942 0.989 189962 0.0177 0 "A" 0.0818 -26.079 0 109.717 "D"
"2806" 1965 0.165 124240 0.559 0 "Bb" 0.249 -8.189 0 119.439 "C"
"2807" 1965 0.81 206627 0.633 0 "Bb" 0.17 -5.576 0 122.239 "D"
"2808" 2020 0.145 133645 0.77 0 "G" 0.105 -5.322 0 172.007 "A"
"2809" 1992 0.254 330360 0.48 0 "A" 0.189 -10.808 0 66.385 "C"
"2810" 1946 0.995 65173 0.173 0 "Ab" 0.116 -19.128 0 110.378 "D"
"2811" 1987 0.708 251133 0.686 0 "F" 0.106 -7.966 0 101.274 "C"
"2812" 1924 0.964 177933 0.404 0 "A" 0.71 -9.894 0 112.317 "D"
"2813" 1986 1.63e-05 184200 0.983 1 "B" 0.0836 -9.206 1 146.186 "C"
"2814" 1959 0.478 493213 0.137 0 "Ab" 0.193 -18.195 0 62.948 "D"
"2815" 2008 0.517 314867 0.496 0 "Db" 0.147 -5.784 0 75.621 "B"
"2816" 1984 0.786 322440 0.623 0 "E" 0.119 -15.215 0 163.607 "C"
"2817" 2015 0.00163 219107 0.749 1 "Gb" 0.0735 -6.531 1 174.065 "B"
"2818" 1975 0.612 231600 0.553 0 "Eb" 0.182 -9.345 0 136.488 "C"
"2819" 1948 0.99 95586 0.391 0 "D" 0.364 -9.995 0 106.241 "D"
"2820" 1970 0.499 266573 0.871 0 "D" 0.176 -4.137 0 93.489 "C"
"2821" 1994 0.0757 185933 0.461 1 "B" 0.109 -12.367 1 90.995 "B"
"2822" 1949 0.981 200400 0.358 0 "F" 0.165 -8.386 0 171.44 "D"
"2823" 2016 0.0276 220173 0.486 1 "B" 0.0904 -6.12 1 78.801 "B"
"2824" 2016 0.0587 354537 0.988 1 "B" 0.114 -3.643 1 128.04 "D"
"2825" 1970 0.401 303293 0.266 0 "F" 0.202 -16.351 0 112.86 "C"
"2826" 1985 0.0028 276547 0.764 0 "C" 0.0793 -6.856 0 126.849 "C"
"2827" 2019 0.0385 289907 0.796 1 "Bb" 0.218 -4.106 1 87.985 "A"
"2828" 1983 0.828 268667 0.0126 1 "C" 0.0654 -25.6 1 109.999 "C"
"2829" 1956 0.987 159813 0.067 0 "Bb" 0.113 -17.152 0 79.251 "D"
"2830" 1990 0.00138 308627 0.49 0 "G" 0.0937 -9.652 0 175.248 "C"
"2831" 1972 0.553 178920 0.548 1 "Gb" 0.224 -9.421 1 151.398 "C"
"2832" 1950 0.872 167067 0.32 1 "Bb" 0.403 -16.636 1 81.596 "D"
"2833" 1964 0.865 357840 0.25 0 "F" 0.112 -16.294 0 76.61 "C"
"2834" 1950 0.996 199889 0.171 0 "Db" 0.326 -13.465 0 69.692 "D"
"2835" 2002 0.00127 191827 0.851 0 "G" 0.103 -4.899 0 107.018 "B"
"2836" 2012 0.334 292358 0.533 0 "B" 0.105 -7.671 0 76.655 "B"
"2837" 1977 0.212 289013 0.473 1 "Ab" 0.18 -12.78 1 189.197 "C"
"2838" 1964 0.551 309173 0.544 0 "G" 0.0707 -11.7 0 117.94 "D"
"2839" 1995 0.114 236933 0.83 0 "C" 0.0803 -6.917 0 174.753 "C"
"2840" 1943 0.938 229791 0.135 0 "A" 0.11 -18.222 0 102.489 "D"
"2841" 1940 0.954 205453 0.409 0 "C" 0.11 -5.507 0 120.973 "D"
"2842" 1971 0.396 224213 0.682 0 "A" 0.205 -7.717 0 107.4 "C"
"2843" 1929 0.992 201107 0.231 0 "D" 0.114 -14.986 0 176.538 "D"
"2844" 2017 0.125 254520 0.513 1 "Gb" 0.241 -5.377 1 108.536 "B"
"2845" 1988 0.515 355493 0.565 0 "B" 0.98 -14.435 0 103.001 "B"
"2846" 2001 0.0507 289173 0.713 1 "B" 0.867 -6.442 1 84.488 "B"
"2847" 1985 0.368 246893 0.38 0 "B" 0.0381 -11.557 0 164.404 "B"
"2848" 2012 0.0116 235397 0.854 1 "C" 0.322 -7.523 1 133.896 "B"
"2849" 1968 0.6 232867 0.323 0 "Bb" 0.13 -12.793 0 113.117 "B"
"2850" 2017 0.266 122791 0.641 0 "A" 0.268 -6.337 0 86.02 "A"
"2851" 1950 0.983 165067 0.307 0 "B" 0.149 -10.934 0 70.572 "D"
"2852" 1957 0.94 191773 0.0463 0 "Gb" 0.111 -20.049 0 116.537 "C"
"2853" 1960 0.701 173800 0.963 0 "C" 0.392 -7.589 0 154.114 "C"
"2854" 2016 0.0213 224840 0.768 0 "Db" 0.0918 -4.673 0 126.907 "B"
"2855" 2015 0.964 208213 0.223 1 "Ab" 0.0883 -8.237 1 81.414 "B"
"2856" 1958 0.872 190040 0.192 0 "E" 0.11 -14.302 0 128.807 "D"
"2857" 1970 0.0713 212253 0.534 0 "G" 0.143 -9.841 0 160.026 "C"
"2858" 1993 0.00191 495467 0.539 1 "Bb" 0.309 -14 1 118.549 "C"
"2859" 1998 0.452 208800 0.891 0 "Eb" 0.237 -2.912 0 126.217 "B"
"2860" 1930 0.954 119573 0.317 1 "Db" 0.345 -16.203 1 140.874 "D"
"2861" 2016 0.904 212280 0.245 0 "Db" 0.0933 -6.372 0 109.558 "A"
"2862" 2005 0.00441 208614 0.871 0 "Ab" 0.0699 -12.565 0 154.528 "B"
"2863" 1992 0.0886 230573 0.534 0 "G" 0.0901 -9.517 0 178.63 "B"
"2864" 1994 0.122 209467 0.71 0 "Db" 0.656 -8.208 0 87.994 "B"
"2865" 1975 0.143 202227 0.886 0 "A" 0.227 -4.312 0 118.747 "C"
"2866" 2007 0.122 154227 0.944 0 "G" 0.344 -4.924 0 92.034 "B"
"2867" 1981 0.753 286694 0.68 1 "C" 0.131 -5.851 1 93.738 "C"
"2868" 1999 0.0949 316413 0.916 1 "A" 0.297 -6.526 1 184.083 "B"
"2869" 1940 0.991 195400 0.389 1 "B" 0.0935 -9.492 1 104.561 "D"
"2870" 2009 0.0788 209840 0.767 0 "Gb" 0.095 -5.783 0 76.711 "B"
"2871" 2019 0.0856 202333 0.658 0 "C" 0.0689 -2.61 0 170.037 "A"
"2872" 1945 0.154 97000 0.145 0 "B" 0.0768 -19.875 0 79.616 "D"
"2873" 1981 0.182 228840 0.42 0 "F" 0.114 -16.333 0 86.977 "B"
"2874" 2012 0.376 510720 0.671 0 "Db" 0.406 -26.211 0 56.572 "B"
"2875" 1991 0.977 78347 0.00717 1 "Gb" 0.0909 -30.277 1 81.883 "C"
"2876" 1967 0.304 433573 0.777 0 "Db" 0.0981 -10.167 0 145.733 "B"
"2877" 1948 0.993 283373 0.0252 0 "D" 0.0834 -28.459 0 58.006 "D"
"2878" 1993 0.195 172667 0.498 0 "E" 0.137 -9.214 0 169.54 "B"
"2879" 1928 0.995 166733 0.181 1 "F" 0.0894 -14.66 1 128.53 "D"
"2880" 1951 0.985 343640 0.17 0 "G" 0.151 -15.965 0 90.447 "D"
"2881" 1948 0.962 143200 0.216 0 "D" 0.21 -24.465 0 173.926 "D"
"2882" 1987 0.864 148493 0.172 0 "B" 0.113 -17.816 0 118.895 "B"
"2883" 1955 0.715 195837 0.543 0 "Bb" 0.114 -8.501 0 122.104 "D"
"2884" 1957 0.771 137107 0.289 0 "Gb" 0.149 -12.576 0 89.323 "D"
"2885" 1974 0.237 294573 0.816 0 "A" 0.123 -9.396 0 145.802 "C"
"2886" 1969 0.77 284080 0.254 0 "C" 0.0608 -10.007 0 96.176 "C"
"2887" 1942 0.901 268533 0.31 0 "D" 0.956 -18.894 0 93.286 "D"
"2888" 2001 0.0611 237333 0.957 0 "B" 0.317 -8.214 0 127.27 "B"
"2889" 1969 0.922 184712 0.475 1 "G" 0.66 -10.168 1 106.769 "D"
"2890" 1966 0.234 147213 0.936 1 "E" 0.0883 -7.387 1 171.147 "C"
"2891" 2003 0.0327 220053 0.501 1 "A" 0.0491 -8.857 1 180.956 "B"
"2892" 1995 0.184 215187 0.245 0 "A" 0.0427 -13.193 0 96.67 "B"
"2893" 1948 0.995 200678 0.147 0 "Db" 0.315 -10.519 0 83.455 "D"
"2894" 1947 0.989 196782 0.0884 1 "G" 0.34 -8.021 1 84.27 "D"
"2895" 1978 0.0333 344133 0.92 1 "Db" 0.457 -5.283 1 99.147 "C"
"2896" 1985 0.109 376360 0.642 0 "A" 0.046 -7.998 0 83.567 "B"
"2897" 1982 0.00934 161800 0.941 0 "E" 0.227 -8.384 0 155.615 "C"
"2898" 1981 0.23 180627 0.455 1 "G" 0.104 -9.259 1 58.54 "B"
"2899" 1966 0.988 188293 0.194 1 "F" 0.108 -20.804 1 142.238 "C"
"2900" 1964 0.786 221333 0.544 1 "F" 0.105 -10.871 1 128.754 "B"
"2901" 1939 0.99 234893 0.0982 0 "Gb" 0.354 -18.161 0 75.359 "D"
"2902" 1977 0.186 202160 0.486 0 "F" 0.207 -11.969 0 121.863 "B"
"2903" 1968 0.594 230453 0.537 0 "C" 0.194 -9.617 0 84.895 "B"
"2904" 1956 0.946 170307 0.135 1 "Bb" 0.115 -24.353 1 85.965 "D"
"2905" 1992 0.356 202093 0.555 1 "A" 0.154 -12.528 1 115.003 "B"
"2906" 1974 0.765 302136 0.48 0 "D" 0.0945 -13.363 0 86.732 "C"
"2907" 1952 0.991 145533 0.0836 0 "Ab" 0.102 -23.256 0 93.79 "D"
"2908" 1963 0.877 168400 0.323 0 "Bb" 0.199 -8.156 0 79.774 "D"
"2909" 1931 0.995 148898 0.113 0 "C" 0.352 -14.447 0 130.893 "D"
"2910" 1990 0.0158 231133 0.752 0 "F" 0.103 -10.03 0 113.065 "B"
"2911" 1952 0.64 179747 0.517 1 "G" 0.268 -12.345 1 158.494 "D"
"2912" 1984 0.518 190853 0.361 0 "B" 0.0817 -9.312 0 106.484 "B"
"2913" 2020 0.0262 216084 0.783 0 "Ab" 0.206 -4.997 0 106.901 "A"
"2914" 1970 0.00656 384467 0.534 0 "A" 0.139 -13.147 0 104.267 "B"
"2915" 1955 0.974 193093 0.188 1 "G" 0.167 -13.96 1 182.938 "D"
"2916" 2003 0.0608 227320 0.638 0 "D" 0.944 -6.338 0 109.387 "C"
"2917" 1929 0.0515 116420 0.28 0 "B" 0.314 -19.348 0 169.676 "D"
"2918" 1952 0.987 192347 0.195 0 "E" 0.104 -22.427 0 68.011 "D"
"2919" 1978 0.66 302373 0.652 0 "D" 0.0784 -10.767 0 79.887 "C"
"2920" 1965 0.789 56067 0.52 0 "C" 0.122 -7.806 0 112.335 "D"
"2921" 1944 0.966 180267 0.307 0 "A" 0.126 -16.863 0 73.435 "D"
"2922" 1957 0.967 140280 0.208 1 "C" 0.106 -16.975 1 90.297 "B"
"2923" 1961 0.959 152907 0.567 0 "Bb" 0.345 -10.119 0 114.728 "D"
"2924" 1925 0.985 181893 0.157 0 "Db" 0.207 -12.936 0 92.374 "D"
"2925" 1985 0.134 190533 0.463 0 "D" 0.116 -14.079 0 116.286 "C"
"2926" 1991 0.764 232840 0.335 0 "C" 0.151 -12.699 0 133.72 "B"
"2927" 1991 0.812 180453 0.303 0 "F" 0.0889 -13.675 0 98.282 "B"
"2928" 2009 0.257 239413 0.691 0 "A" 0.11 -5.33 0 137.985 "A"
"2929" 1975 0.473 311533 0.815 1 "A" 0.686 -9.598 1 146.286 "C"
"2930" 1976 0.812 223640 0.416 1 "D" 0.978 -13.112 1 94.529 "C"
"2931" 2011 0.00185 172053 0.811 0 "Ab" 0.149 -5.985 0 130.93 "B"
"2932" 2004 0.891 115696 0.182 0 "Db" 0.0732 -13.295 0 204.163 "B"
"2933" 1935 0.872 224120 0.14 0 "D" 0.167 -14.911 0 90.029 "D"
"2934" 1992 0.502 301173 0.544 1 "Db" 0.279 -10.317 1 85.371 "C"
"2935" 2005 0.0138 188592 0.805 0 "Gb" 0.19 -4.399 0 144.789 "B"
"2936" 2007 0.00418 338253 0.624 1 "A" 0.0765 -8.966 1 180.503 "A"
"2937" 1951 0.985 162377 0.336 0 "G" 0.116 -15.428 0 173.148 "D"
"2938" 1951 0.933 253413 0.273 0 "F" 0.0845 -16.056 0 127.761 "D"
"2939" 1973 0.843 227867 0.179 1 "A" 0.0866 -17.016 1 79.105 "B"
"2940" 1995 0.288 295307 0.658 0 "C" 0.218 -8.318 0 111.983 "C"
"2941" 1957 0.949 134133 0.00491 0 "F" 0.149 -21.887 0 121.347 "D"
"2942" 2014 0.584 283467 0.673 0 "C" 0.118 -5.506 0 142.255 "A"
"2943" 2017 0.000856 173294 0.659 0 "A" 0.11 -6.405 0 156.004 "A"
"2944" 1935 0.667 158373 0.242 1 "C" 0.105 -17.082 1 135.807 "D"
"2945" 1972 0.429 406733 0.168 0 "D" 0.111 -17.818 0 126.664 "D"
"2946" 1970 0.292 201827 0.721 1 "A" 0.278 -5.184 1 122.202 "C"
"2947" 1994 0.128 260973 0.713 1 "D" 0.145 -8.9 1 132.993 "B"
"2948" 1985 0.0101 257800 0.951 1 "E" 0.0653 -8.496 1 159.64 "C"
"2949" 1980 0.421 137773 0.317 0 "C" 0.0844 -14.501 0 179.539 "C"
"2950" 1992 0.0462 249067 0.845 0 "C" 0.318 -7.786 0 119.785 "B"
"2951" 1929 0.981 169547 0.353 0 "G" 0.0794 -6.288 0 118.359 "D"
"2952" 1970 0.327 307960 0.668 0 "A" 0.503 -11.09 0 93.587 "C"
"2953" 1996 0.0206 216733 0.88 1 "Db" 0.185 -5.769 1 95.59 "B"
"2954" 1989 0.0316 341133 0.46 0 "G" 0.0536 -12.782 0 114.572 "B"
"2955" 1968 0.314 257600 0.527 0 "F" 0.234 -10.781 0 94.852 "B"
"2956" 1960 0.941 382800 0.0845 1 "E" 0.0653 -24.073 1 90.828 "D"
"2957" 1985 0.0543 296787 0.967 0 "D" 0.106 -9.373 0 136.257 "C"
"2958" 1995 0.000614 347067 0.97 0 "Gb" 0.111 -6.232 0 140.808 "C"
"2959" 1979 0.189 173627 0.741 1 "Eb" 0.083 -10.628 1 94.751 "C"
"2960" 1973 0.369 369013 0.854 0 "C" 0.0449 -3.729 0 115.788 "C"
"2961" 2016 0.156 304607 0.795 1 "B" 0.123 -5.192 1 135.018 "A"
"2962" 2015 0.0351 440013 0.625 1 "Bb" 0.243 -8.212 1 67.104 "A"
"2963" 1961 0.975 178813 0.12 0 "F" 0.104 -18.033 0 107.42 "D"
"2964" 1945 0.218 96565 0.248 0 "C" 0.168 -18.726 0 79.559 "D"
"2965" 1995 0.934 188267 0.145 1 "G" 0.314 -20.807 1 135.354 "B"
"2966" 1948 0.668 68067 0.553 1 "F" 0.184 -17.546 1 84.652 "D"
"2967" 2000 0.57 274040 0.682 1 "A" 0.0843 -6.728 1 83.917 "C"
"2968" 1982 0.0379 331227 0.601 1 "E" 0.0479 -13.219 1 91.558 "D"
"2969" 1948 0.992 119133 0.182 0 "A" 0.0578 -15.062 0 136.512 "D"
"2970" 2012 0.581 363640 0.498 1 "Gb" 0.322 -7.523 1 171.725 "A"
"2971" 1949 0.925 187733 0.194 0 "F" 0.105 -13.359 0 128.219 "D"
"2972" 1960 0.923 223333 0.0377 0 "Gb" 0.123 -22.008 0 113.621 "D"
"2973" 2000 0.228 189200 0.959 0 "D" 0.771 -1.909 0 103.959 "B"
"2974" 1991 0.338 143200 0.578 0 "C" 0.156 -5.564 0 109.654 "B"
"2975" 1995 0.0134 424000 0.925 0 "E" 0.0783 -6.934 0 142.237 "B"
"2976" 1979 0.327 236573 0.84 0 "D" 0.222 -6.608 0 129.436 "C"
"2977" 1959 0.566 151213 0.287 1 "F" 0.166 -11.475 1 131.075 "D"
"2978" 1925 0.993 119096 0.103 1 "Db" 0.106 -21.967 1 107.829 "D"
"2979" 1946 0.953 96117 0.542 1 "F" 0.833 -13.784 1 95.603 "D"
"2980" 1965 0.587 194227 0.44 0 "Gb" 0.0901 -12.286 0 108.184 "D"
"2981" 1983 0.0759 173507 0.317 0 "E" 0.083 -16.732 0 180.544 "C"
"2982" 1967 0.171 187693 0.428 0 "Gb" 0.149 -11.747 0 95.534 "B"
"2983" 1994 0.51 198293 0.367 0 "C" 0.251 -11.218 0 103.532 "C"
"2984" 2018 0.191 210818 0.736 0 "D" 0.0553 -3.801 0 149.985 "A"
"2985" 1976 0.648 215293 0.374 0 "A" 0.0865 -13.536 0 79.158 "B"
"2986" 1963 0.781 147080 0.544 0 "A" 0.294 -5.333 0 111.722 "D"
"2987" 2011 0.329 328853 0.573 0 "G" 0.0865 -8.85 0 90.742 "B"
"2988" 2011 0.8 704093 0.11 1 "E" 0.0945 -18.61 1 132.481 "D"
"2989" 2006 0.633 178680 0.575 1 "E" 0.114 -6.139 1 116.488 "B"
"2990" 1974 0.0032 401867 0.59 1 "G" 0.145 -15.226 1 156.591 "C"
"2991" 1992 0.112 213453 0.517 1 "Ab" 0.0267 -7.428 1 177.634 "B"
"2992" 1982 0.0329 212827 0.697 0 "D" 0.186 -13.944 0 129.17 "C"
