"year","acousticness","duration","energy","explicit","key","liveness","loudness","mode","tempo","pop.class"
1942,0.994,230286,0.187,0,"A",0.133,-10.185,0,68.619,"D"
1989,0.00064,163600,0.818,0,"A",0.107,-10.358,0,103.23,"C"
1991,0.634,240400,0.302,0,"D",0.144,-13.028,0,125.327,"C"
2009,0.612,215040,0.563,0,"D",0.114,-4.849,0,150.047,"B"
1994,3.77e-05,291827,0.863,0,"A",0.35,-7.085,0,108.415,"B"
1951,0.897,195443,0.848,0,"G",0.0958,-8.495,0,173.027,"D"
1937,0.92,168907,0.443,0,"Db",0.338,-10.699,0,142.131,"D"
1947,0.993,191335,0.501,0,"Db",0.118,-5.894,0,78.292,"D"
1966,0.728,163640,0.173,0,"D",0.238,-16.793,0,79.61,"D"
2017,0.597,112205,0.496,0,"G",0.322,-7.509,0,126.032,"A"
1937,0.917,169693,0.279,0,"Eb",0.224,-10.761,0,93.427,"D"
1979,0.000935,175213,0.968,0,"A",0.257,-3.256,0,160.004,"C"
2014,0.0506,244227,0.629,0,"Db",0.0963,-4.292,0,141.967,"A"
1927,0.995,168893,0.124,1,"Db",0.108,-22.345,1,72.491,"D"
2009,0.00316,315320,0.73,1,"Gb",0.397,-5.895,1,76.067,"B"
1968,0.0915,158680,0.563,1,"G",0.391,-8.166,1,116.722,"C"
1944,0.983,169013,0.235,0,"E",0.109,-13.251,0,111.032,"D"
1998,0.407,257600,0.838,1,"B",0.138,-7.622,1,115.689,"B"
1995,0.294,195080,0.29,0,"F",0.0924,-13.251,0,93.699,"A"
1921,0.95,163200,0.138,0,"Eb",0.114,-15.683,0,113.282,"D"
1992,0.861,150200,0.141,0,"Bb",0.382,-13.719,0,101.747,"B"
1978,0.206,266867,0.546,0,"F",0.0913,-8.796,0,136.457,"C"
1995,0.0365,179827,0.72,0,"Db",0.105,-9.966,0,92.669,"C"
2007,0.657,248267,0.695,0,"E",0.148,-8.387,0,150.032,"B"
2018,0.143,222494,0.722,0,"F",0.128,-5.819,0,92.014,"A"
1978,0.26,232667,0.661,1,"F",0.0906,-7.848,1,108.975,"B"
2012,0.159,186973,0.94,1,"Bb",0.154,-4.099,1,80.084,"B"
1999,0.476,246933,0.541,0,"C",0.0819,-8.643,0,86.963,"B"
1935,0.978,189240,0.259,1,"E",0.304,-11.573,1,117.502,"D"
1973,0.0195,295466,0.979,0,"C",0.0906,-6.362,0,152.875,"C"
1981,0.000423,210200,0.938,0,"B",0.0779,-10.001,0,112.52,"C"
1986,0.00115,269067,0.831,1,"A",0.234,-11.729,1,151.995,"C"
2015,0.0124,226453,0.595,0,"A",0.0848,-6.277,0,143.99,"B"
2010,5.63e-05,246600,0.865,0,"Gb",0.649,-4.692,0,104.99,"A"
2005,0.137,291120,0.852,0,"G",0.311,-3.315,0,87.027,"B"
2020,0.0546,212354,0.598,1,"G",0.154,-5.368,1,130.007,"A"
2015,0.631,296388,0.42,0,"Ab",0.0805,-9.624,0,176.989,"A"
2012,3.81e-05,236293,0.965,0,"Gb",0.341,-2.238,0,112.363,"A"
1982,0.0099,224200,0.51,0,"E",0.167,-12.078,0,111.291,"C"
2007,0.706,149465,0.649,0,"Db",0.272,-5.225,0,137.746,"B"
2010,0.000176,224093,0.698,0,"B",0.107,-4.262,0,95.975,"A"
1996,0.993,323227,0.0421,0,"Gb",0.0964,-22.933,0,52.793,"B"
2020,0.352,158469,0.41,0,"Bb",0.107,-12.734,0,104.941,"A"
1947,0.978,530520,0.136,0,"F",0.0744,-14.151,0,81.246,"D"
1985,0.711,208467,0.408,0,"Eb",0.0919,-8.618,0,170.485,"C"
1953,0.954,183904,0.143,0,"Eb",0.0809,-14.253,0,87.914,"D"
1936,0.987,512013,0.108,0,"E",0.191,-21.167,0,79.784,"D"
2010,0.734,228493,0.638,0,"Bb",0.105,-5.773,0,92.997,"B"
1979,0.141,163960,0.865,1,"C",0.223,-9.372,1,137.807,"C"
1952,0.734,418307,0.406,0,"F",0.317,-22.235,0,79.385,"D"
2018,0.453,206500,0.562,0,"Ab",0.13,-7.884,0,139.997,"A"
1975,0.333,223293,0.702,1,"E",0.0883,-8.856,1,145.35,"C"
2004,0.708,393987,0.303,0,"G",0.981,-8.793,0,143.933,"B"
1963,0.624,385493,0.275,0,"Ab",0.143,-15.224,0,149.789,"D"
1949,0.508,189987,0.597,1,"F",0.0973,-7.731,1,132.057,"C"
1947,0.994,156938,0.123,0,"Db",0.143,-8.832,0,115.467,"D"
1986,0.0897,163773,0.683,0,"D",0.11,-9.592,0,101.213,"C"
1951,0.983,233160,0.313,1,"Ab",0.298,-9.812,1,95.347,"D"
1955,0.582,137093,0.715,0,"Ab",0.132,-9.868,0,91.687,"D"
1963,0.96,150333,0.225,0,"F",0.122,-13.311,0,86.192,"D"
2012,0.000323,183480,0.943,1,"G",0.0926,-4.168,1,129.996,"B"
1924,0.996,165213,0.36,1,"D",0.29,-13.877,1,119.334,"D"
1977,0.312,307267,0.686,1,"Db",0.0895,-12.047,1,102.963,"C"
1951,0.958,234693,0.188,0,"D",0.0926,-16.44,0,79.936,"D"
1990,0.675,42893,0.0249,0,"Eb",0.57,-32.122,0,114.786,"C"
1976,0.308,371893,0.465,0,"F",0.0918,-14.237,0,94.579,"B"
1986,0.123,229053,0.986,0,"C",0.184,-6.918,0,121.025,"B"
1996,0.332,178933,0.409,0,"Eb",0.15,-11.881,0,97.437,"C"
2005,0.00453,293680,0.879,0,"D",0.822,-3.456,0,151.51,"B"
2015,0.927,131400,0.995,0,"D",0.817,-21.273,0,62.245,"B"
1970,0.513,207133,0.522,0,"Bb",0.307,-14.207,0,132.885,"C"
1945,0.86,367307,0.222,0,"E",0.318,-16.203,0,94.639,"D"
1960,0.951,135387,0.292,0,"Bb",0.114,-9.678,0,125.955,"D"
1963,0.977,331840,0.0534,0,"Ab",0.174,-18.519,0,133.908,"C"
1928,0.995,202493,0.175,0,"E",0.123,-13.951,0,111.237,"D"
2016,0.976,98040,0.192,0,"A",0.119,-15.753,0,116.542,"A"
1956,0.973,111157,0.23,0,"F",0.12,-15.521,0,140.858,"D"
1958,0.866,324733,0.238,0,"Ab",0.24,-18.783,0,117.109,"D"
1959,0.747,448360,0.187,1,"D",0.112,-18.804,1,138.232,"D"
1934,0.979,155469,0.175,0,"A",0.116,-11.609,0,115.674,"D"
2015,0.0768,173800,0.73,1,"A",0.131,-5.423,1,160.03,"B"
1953,0.973,128760,0.17,0,"Bb",0.617,-12.948,0,68.934,"D"
1977,0.493,202427,0.733,0,"A",0.433,-13.757,0,124.732,"C"
1990,0.0941,318893,0.652,1,"Gb",0.1,-10.505,1,122.063,"B"
2004,0.073,210293,0.77,1,"F",0.109,-6.797,1,113.272,"B"
1941,0.983,234107,0.186,0,"C",0.0928,-17.329,0,79.777,"D"
1994,0.655,349067,0.568,0,"Bb",0.101,-8.142,0,113.846,"B"
1948,0.922,169333,0.183,0,"E",0.0547,-13.016,0,88.127,"D"
1960,0.758,280867,0.393,1,"G",0.34,-12.236,1,110.17,"D"
1926,0.333,146822,0.129,1,"A",0.342,-22.891,1,108.506,"D"
1960,0.757,125840,0.178,0,"F",0.243,-15.006,0,95.568,"D"
1999,0.688,276560,0.967,1,"Gb",0.986,-6.995,1,89.453,"B"
2005,0.225,201707,0.767,0,"C",0.112,-5.713,0,100.38,"A"
1991,0.0419,185947,0.517,0,"A",0.0731,-12.937,0,93.101,"C"
2000,0.787,72533,0.279,0,"A",0.507,-15.287,0,50.606,"C"
1970,0.217,211467,0.606,0,"E",0.0789,-9.893,0,144.94,"C"
1945,0.981,167907,0.0209,0,"Eb",0.0753,-21.329,0,62.588,"A"
1995,0.294,360440,0.507,0,"G",0.0362,-9.678,0,80.123,"B"
1940,0.951,181987,0.285,1,"G",0.269,-11.248,1,119.312,"D"
1979,0.00426,198093,0.602,1,"C",0.092,-15.674,1,122.952,"B"
1979,0.337,255493,0.234,0,"G",0.0469,-15.87,0,77.802,"C"
1931,0.705,128200,0.153,0,"G",0.174,-19.35,0,101.668,"D"
1969,0.0153,94860,0.659,0,"C",0.0879,-8.743,0,102.538,"C"
1966,0.0668,177133,0.579,1,"C",0.0942,-9.866,1,129.684,"C"
1951,0.986,80133,0.24,0,"G",0.366,-13.682,0,135.408,"D"
1986,0.0051,218733,0.307,0,"A",0.107,-15.433,0,128.714,"C"
1947,0.993,140382,0.106,0,"G",0.113,-15.642,0,129.294,"D"
1994,0.332,330267,0.762,0,"F",0.0835,-7.519,0,99.903,"B"
1978,0.113,254893,0.47,0,"Ab",0.0447,-15.029,0,122.795,"C"
1956,0.833,391813,0.422,1,"Bb",0.095,-6.385,1,90.124,"D"
2001,0.0855,516960,0.633,0,"G",0.0869,-5.895,0,90.762,"C"
1986,0.463,204852,0.546,0,"G",0.415,-9.967,0,111.051,"C"
1951,0.977,188240,0.281,1,"G",0.732,-12.506,1,82.816,"D"
2006,9.12e-05,270440,0.994,0,"D",0.115,-3.743,0,110.268,"B"
1997,0.132,191640,0.367,0,"C",0.369,-7.926,0,152.189,"A"
1948,0.985,227107,0.152,0,"Eb",0.218,-20.616,0,87.564,"D"
1996,0.629,249400,0.352,0,"Bb",0.13,-9.089,0,76.984,"C"
1969,0.284,146267,0.177,0,"D",0.116,-17.629,0,74.994,"B"
1968,0.521,173960,0.23,0,"D",0.126,-17.222,0,110.272,"D"
1928,0.986,199548,0.242,0,"Eb",0.0808,-14.076,0,77.246,"D"
1953,0.971,290733,0.165,1,"E",0.262,-16.414,1,135.174,"D"
2014,0.0459,308569,0.829,0,"Db",0.104,-5.261,0,98.02,"B"
1955,0.985,190400,0.155,0,"C",0.104,-15.688,0,105.053,"D"
1985,0.000174,288347,0.976,0,"B",0.206,-5.513,0,111.207,"C"
1927,0.78,138827,0.391,1,"G",0.0621,-11.742,1,143.799,"D"
1965,0.982,289840,0.274,0,"B",0.177,-14.114,0,83.878,"D"
1980,0.0241,271053,0.693,0,"Db",0.197,-8.787,0,126.295,"C"
2002,0.0492,238733,0.533,1,"Bb",0.205,-6.817,1,143.994,"A"
1963,0.993,283707,0.172,0,"Gb",0.379,-16.119,0,75.241,"D"
1947,0.981,194840,0.43,0,"C",0.27,-13.165,0,70.8,"D"
2004,0.0315,169587,0.606,0,"C",0.176,-4.843,0,172.068,"B"
1995,0.434,416000,0.49,0,"C",0.952,-12.872,0,89.724,"B"
1995,0.304,769947,0.659,0,"Ab",0.0919,-10.436,0,142.768,"B"
1970,0.00401,283000,0.735,0,"F",0.544,-8.347,0,132.526,"B"
2007,0.00348,273160,0.747,1,"Gb",0.118,-6.304,1,131.931,"B"
2003,0.0946,166720,0.649,0,"G",0.101,-8.073,0,95.025,"B"
1933,0.939,171067,0.135,0,"F",0.0626,-14.389,0,102.587,"D"
2007,0.193,74960,0.611,0,"C",0.691,-6.438,0,182.529,"A"
1936,0.908,176492,0.199,0,"Gb",0.616,-10.496,0,105.799,"D"
1981,0.235,279853,0.551,1,"B",0.197,-10.045,1,95.339,"C"
1953,0.609,46693,0.445,0,"F",0.518,-19.18,0,81.49,"D"
1957,0.209,159960,0.57,0,"Eb",0.0732,-5.197,0,93.505,"D"
1964,0.771,144133,0.226,0,"D",0.679,-13.158,0,79.981,"C"
1952,0.954,151573,0.371,0,"Eb",0.101,-6.583,0,123.974,"D"
2014,0.719,205268,0.339,0,"Gb",0.104,-8.551,0,93.339,"B"
1932,0.482,160707,0.569,1,"E",0.323,-10.594,1,124.412,"D"
1953,0.923,163867,0.424,0,"F",0.0412,-10.667,0,124.375,"D"
1971,0.382,377093,0.428,0,"C",0.148,-11.097,0,145.075,"A"
1950,0.812,309120,0.384,0,"G",0.355,-9.559,0,111.639,"D"
2009,0.693,212773,0.694,0,"Eb",0.0493,-4.275,0,135.924,"B"
1958,0.964,197693,0.128,0,"Bb",0.212,-14.806,0,88.303,"D"
1955,0.898,248627,0.326,0,"D",0.126,-13.981,0,146.277,"D"
2015,0.279,204785,0.744,1,"Db",0.119,-4.512,1,145.928,"A"
1987,2.73e-05,282560,0.958,1,"B",0.769,-10.151,1,161.887,"B"
1982,0.246,119160,0.951,1,"E",0.362,-6.989,1,174.792,"C"
1991,0.912,174219,0.38,0,"Bb",0.142,-5.721,0,180.755,"C"
1979,0.000782,122960,0.883,0,"E",0.248,-6.577,0,92.634,"C"
1968,0.25,132800,0.394,1,"D",0.0601,-17.501,1,116.841,"C"
1970,0.839,147680,0.508,0,"E",0.14,-8.885,0,115.594,"C"
1949,0.967,623600,0.128,0,"Bb",0.218,-19.587,0,81.13,"D"
2014,0.0827,137947,0.441,1,"B",0.122,-8.406,1,95.001,"B"
1980,0.00724,216360,0.882,0,"D",0.322,-6.808,0,166.403,"B"
1976,0.0178,152832,0.581,0,"Db",0.0924,-11.424,0,131.983,"B"
2019,0.0101,226733,0.846,0,"Eb",0.208,-4.595,0,139.927,"A"
1996,0.366,419467,0.671,0,"F",0.172,-8.794,0,109.697,"C"
1932,0.937,210787,0.0184,0,"C",0.104,-22.029,0,127.894,"D"
1989,0.745,252354,0.763,1,"F",0.135,-4.713,1,90.262,"B"
1935,0.962,183223,0.384,0,"A",0.107,-11.225,0,118.153,"D"
2007,0.00479,220960,0.779,0,"Bb",0.284,-8.908,0,111.653,"B"
2014,0.0973,243400,0.576,0,"Eb",0.148,-6.638,0,73.388,"B"
1950,0.78,493796,0.606,0,"C",0.535,-0.91,0,87.889,"D"
1949,0.991,125467,0.198,0,"C",0.117,-23.78,0,134.129,"D"
1961,0.93,134867,0.185,0,"Bb",0.304,-15.762,0,90.964,"D"
1976,0.445,204653,0.864,1,"Gb",0.366,-7.54,1,131.242,"C"
1942,0.987,179601,0.217,1,"D",0.345,-9.199,1,181.4,"D"
1990,0.237,151787,0.469,0,"Bb",0.116,-10.342,0,154.54,"C"
2018,0.0752,121575,0.521,1,"C",0.0976,-9.029,1,148.083,"A"
1947,0.975,231587,0.245,0,"D",0.0761,-8.665,0,142.755,"D"
1944,0.951,164165,0.371,0,"B",0.16,-10.222,0,139.608,"D"
1939,0.938,173080,0.262,0,"Eb",0.114,-15.219,0,211.143,"D"
1949,0.966,157990,0.376,1,"Db",0.272,-14.279,1,89.749,"D"
1941,0.99,273789,0.0704,1,"Eb",0.104,-26.92,1,142.958,"D"
2003,0.228,259440,0.683,1,"Db",0.81,-5.96,1,82.126,"C"
1985,0.111,319667,0.788,1,"Db",0.117,-10.75,1,125.826,"B"
1970,0.299,204894,0.598,0,"G",0.107,-14.206,0,103.299,"B"
1979,0.236,287960,0.692,0,"D",0.166,-8.978,0,114.627,"C"
1967,0.228,123160,0.568,0,"C",0.0973,-7.541,0,136.736,"C"
1990,0.893,519131,0.309,0,"Bb",0.258,-11.957,0,84.822,"C"
1952,0.944,382467,0.184,0,"F",0.389,-16.757,0,109.716,"D"
1968,0.373,274493,0.551,0,"A",0.103,-9.28,0,143.868,"A"
1976,0.496,217813,0.576,0,"C",0.0936,-12.13,0,108.602,"C"
2006,8.19e-05,181600,0.996,0,"Ab",0.0545,-3.741,0,104.671,"B"
1976,0.559,204867,0.35,0,"Db",0.0765,-13.127,0,147.464,"C"
1951,0.764,171693,0.135,1,"B",0.191,-19.174,1,70.059,"D"
1945,0.937,186613,0.352,0,"Ab",0.136,-12.781,0,72.63,"D"
1939,0.974,183856,0.107,0,"Bb",0.078,-19.482,0,80.994,"D"
1980,0.102,202067,0.657,0,"A",0.0641,-10.169,0,110.904,"C"
1975,0.453,503133,0.549,0,"Eb",0.934,-9.476,0,129.238,"B"
1995,0.000473,151173,0.985,0,"Db",0.0839,-2.597,0,154.343,"B"
1978,0.0189,172973,0.603,0,"C",0.0967,-13.399,0,98.114,"B"
2005,0.16,223067,0.647,0,"B",0.238,-3.917,0,86.993,"A"
1957,0.347,120667,0.457,0,"F",0.0821,-9.78,0,118.739,"D"
1953,0.907,250867,0.245,0,"F",0.254,-13.691,0,101.306,"D"
1946,0.993,205867,0.427,0,"Db",0.484,-11.548,0,61.308,"D"
1952,0.863,221867,0.158,1,"G",0.102,-10.045,1,74.498,"D"
1950,0.733,104400,0.343,1,"D",0.107,-19.012,1,84.456,"D"
1958,0.855,187707,0.193,1,"A",0.277,-17.3,1,110.194,"C"
1994,0.00386,384013,0.62,1,"E",0.114,-7.458,1,140.06,"A"
1985,2.55e-06,265267,0.99,1,"Db",0.361,-4.994,1,128.99,"B"
1971,0.511,425693,0.63,0,"A",0.107,-10.749,0,134.686,"D"
2009,0.856,173400,0.265,0,"F",0.113,-9.992,0,82.965,"B"
2005,0.557,250040,0.508,1,"C",0.0578,-6.429,1,130.999,"B"
1967,0.0424,151973,0.373,0,"A",0.133,-16.099,0,112.16,"C"
1982,0.0532,320413,0.546,0,"G",0.0497,-9.357,0,102.814,"B"
1981,0.00604,277267,0.844,1,"E",0.131,-12.952,1,158.901,"C"
2003,0.00103,227240,0.781,0,"B",0.0867,-6.547,0,110,"A"
2002,0.722,161933,0.454,0,"F",0.57,-2.79,0,95.515,"B"
1939,0.849,147267,0.18,0,"G",0.0633,-16.203,0,84.244,"D"
1954,0.973,151960,0.388,0,"D",0.101,-9.261,0,99.037,"D"
1954,0.975,163747,0.0467,1,"E",0.109,-18.27,1,172.497,"D"
1948,0.992,232027,0.163,1,"B",0.0856,-21.996,1,156.172,"D"
1989,0.443,331360,0.603,1,"B",0.0776,-11.83,1,203.829,"A"
1989,0.64,184600,0.667,0,"E",0.117,-9.125,0,162.161,"B"
1944,0.991,188867,0.225,0,"D",0.128,-14.312,0,63.823,"D"
1950,0.994,180027,0.303,1,"C",0.123,-13.151,1,62.483,"D"
2014,0.671,297493,0.471,1,"Gb",0.0699,-11.238,1,80.367,"A"
1970,0.141,277467,0.739,0,"D",0.076,-8.932,0,114.865,"C"
1983,0.0987,242360,0.608,0,"Eb",0.0261,-9.722,0,168.386,"B"
1960,0.878,165560,0.291,1,"E",0.129,-10.426,1,96.217,"B"
1974,0.0374,194200,0.952,1,"B",0.988,-6.705,1,168.912,"C"
1953,0.984,193707,0.0876,0,"Ab",0.16,-16.828,0,58.018,"D"
2014,0.0161,216107,0.825,0,"G",0.101,-5.229,0,135.945,"A"
1963,0.822,159960,0.256,0,"D",0.124,-14.132,0,133.679,"D"
1984,0.0421,251387,0.974,0,"G",0.365,-5.018,0,73.982,"C"
1987,0.00764,265120,0.917,1,"C",0.352,-7.643,1,121.427,"C"
1987,0.0448,274253,0.527,0,"Eb",0.101,-9.501,0,113.881,"A"
1966,0.479,166600,0.876,0,"Bb",0.119,-6.189,0,97.682,"C"
1973,0.0488,289893,0.703,0,"F",0.146,-14.007,0,129.985,"A"
1975,0.016,181933,0.854,0,"D",0.382,-8.142,0,113.201,"C"
1972,0.288,227280,0.743,0,"C",0.307,-5.308,0,95.456,"B"
2012,0.0069,239187,0.937,0,"Db",0.393,-2.112,0,107.013,"B"
1990,0.967,64680,0.0774,0,"Ab",0.286,-13.6,0,122.725,"C"
1961,0.495,576547,0.459,1,"C",0.109,-10.074,1,149.285,"D"
2020,0.191,232533,0.65,0,"C",0.0933,-5.195,0,151.964,"A"
1976,0.0399,241920,0.733,0,"D",0.235,-7.073,0,107.285,"A"
2020,0.0336,200693,0.851,0,"D",0.126,-3.33,0,75.014,"D"
1940,0.992,197373,0.588,1,"A",0.211,-8.738,1,83.092,"D"
1935,0.979,157022,0.26,1,"Gb",0.469,-13.834,1,168.53,"D"
2010,0.132,234800,0.82,0,"D",0.115,-4.193,0,166.303,"A"
1928,0.99,473227,0.281,1,"Bb",0.087,-16.228,1,99.27,"D"
2015,0.404,257693,0.634,0,"E",0.222,-7.116,0,98.925,"B"
1967,0.739,158707,0.316,1,"G",0.183,-11.466,1,102.36,"C"
1986,0.000676,242533,0.922,1,"B",0.561,-4.376,1,138.393,"B"
2007,0.0243,217187,0.909,0,"D",0.352,-4.044,0,112.361,"B"
1996,0.261,207133,0.475,1,"Bb",0.0853,-9.639,1,199.62,"B"
2005,0.000105,247427,0.949,1,"Ab",0.132,-3.701,1,105.219,"B"
1980,0.000524,192093,0.839,0,"D",0.105,-8.39,0,157.5,"C"
2001,0.105,289240,0.459,0,"A",0.334,-9.537,0,73.927,"B"
1958,0.542,186893,0.387,1,"F",0.136,-14.4,1,109.878,"D"
1975,0.121,178280,0.589,1,"A",0.0342,-8.985,1,103.365,"C"
2000,0.018,232827,0.945,0,"Gb",0.0654,-3.845,0,147.908,"A"
1949,0.992,202320,0.228,0,"D",0.109,-12.686,0,87.722,"D"
2002,0.0205,230027,0.947,1,"E",0.223,-6.583,1,161.817,"B"
1979,0.0493,168667,0.747,0,"A",0.231,-7.809,0,138.244,"C"
1996,0.0701,256187,0.9,1,"F",0.167,-4.837,1,115.162,"B"
1993,0.473,198693,0.78,0,"F",0.103,-6.461,0,116.005,"B"
2002,0.958,248187,0.335,0,"G",0.168,-16.82,0,79.864,"B"
2012,0.00767,308360,0.982,0,"D",0.291,-4.908,0,104.035,"B"
1999,0.000539,407267,0.611,1,"Eb",0.975,-7.889,1,144.977,"C"
2005,1.51e-05,291213,0.988,0,"Bb",0.0949,-3.475,0,144.96,"B"
1972,0.0484,188775,0.574,0,"G",0.139,-12.65,0,110.737,"B"
1967,0.705,215920,0.793,0,"G",0.222,-7.774,0,140.838,"B"
1953,0.987,198533,0.167,0,"Eb",0.0941,-16.867,0,118.346,"D"
2019,0.329,208880,0.619,0,"A",0.319,-7.412,0,83.3,"A"
2016,0.0449,123387,0.537,1,"A",0.0907,-8.381,1,126.036,"B"
1974,0.138,743800,0.621,1,"E",0.0736,-8.592,1,92.073,"C"
2010,0.0381,196487,0.848,0,"Gb",0.142,-3.127,0,103.292,"B"
2001,0.0302,208627,0.855,0,"B",0.125,-5.323,0,125.981,"B"
1958,0.795,183800,0.468,0,"G",0.113,-8.675,0,126.93,"D"
1993,0.386,317467,0.729,1,"B",0.0771,-9.856,1,108.274,"C"
1933,0.994,173933,0.0961,0,"F",0.133,-9.847,0,84.944,"D"
1972,0.877,234467,0.152,0,"Db",0.113,-18.557,0,102.859,"B"
1966,0.0124,213960,0.896,0,"Db",0.278,-7.376,0,90.295,"D"
2007,0.264,135693,0.73,0,"Db",0.262,-6.445,0,129.971,"B"
1953,0.601,182787,0.378,0,"Bb",0.47,-12.419,0,103.898,"D"
1978,0.0434,263960,0.802,1,"F",0.209,-4.613,1,151.177,"C"
1929,0.216,101100,0.222,0,"G",0.305,-22.755,0,64.802,"D"
1995,0.707,177507,0.16,0,"Db",0.213,-14.021,0,82.41,"C"
1994,0.0217,154600,0.721,0,"Eb",0.123,-10.107,0,134.575,"C"
1942,0.971,202920,0.265,0,"Db",0.287,-14.384,0,72.342,"D"
1976,0.00339,215644,0.527,1,"E",0.153,-3.623,1,82.149,"C"
1967,0.145,179800,0.703,0,"G",0.158,-7.606,0,108.004,"D"
1973,0.0533,271027,0.555,1,"E",0.311,-9.303,1,87.982,"B"
2020,0.206,169907,0.504,1,"Ab",0.417,-8.65,1,112.985,"A"
1972,0.85,180133,0.129,0,"F",0.136,-17.389,0,97.235,"C"
1936,0.401,591893,0.339,1,"Bb",0.219,-16.904,1,79.778,"C"
2003,0.153,298200,0.395,0,"G",0.133,-9.828,0,76.758,"B"
1980,0.406,268813,0.423,1,"Db",0.115,-12.986,1,126.589,"C"
1925,0.985,192360,0.285,0,"F",0.101,-9.884,0,83.803,"D"
1958,0.747,164680,0.358,0,"Ab",0.0818,-7.051,0,105.884,"C"
1964,0.945,199133,0.0632,0,"C",0.121,-20.776,0,81.406,"B"
1994,0.9,372493,0.195,0,"Ab",0.106,-10.288,0,133.918,"B"
1964,0.656,193267,0.162,0,"E",0.108,-13.339,0,67.937,"C"
1956,0.643,159600,0.194,0,"Gb",0.0621,-11.161,0,88.973,"D"
2000,0.237,261000,0.916,0,"G",0.636,-7.255,0,102.779,"B"
1972,0.11,204907,0.569,0,"Db",0.0416,-9.512,0,171.354,"B"
2007,0.262,119880,0.652,1,"A",0.461,-6.112,1,80.803,"B"
1943,0.884,227000,0.214,0,"F",0.161,-12.864,0,99.879,"D"
1962,0.852,333173,0.204,1,"F",0.107,-18.158,1,77.999,"D"
2010,0.058,180467,0.9,0,"C",0.256,-3.97,0,127.051,"B"
1949,0.986,162470,0.378,0,"D",0.169,-15.305,0,169.23,"D"
1975,0.719,239133,0.644,0,"Gb",0.383,-9.102,0,132.207,"C"
1928,0.73,128400,0.157,0,"Db",0.127,-13.888,0,80.815,"D"
1991,5.23e-05,286093,0.883,1,"C",0.29,-6.943,1,111.227,"C"
2013,0.0239,205213,0.822,0,"C",0.101,-5.359,0,180.938,"B"
2002,0.641,187693,0.593,0,"Eb",0.254,-5.887,0,190.052,"C"
1979,0.0997,197760,0.747,0,"D",0.0931,-7.65,0,101.348,"B"
1930,0.983,157246,0.159,0,"D",0.115,-10.325,0,122.18,"D"
1983,0.466,364480,0.199,1,"D",0.12,-14.988,1,131.788,"C"
1954,0.976,259533,0.073,1,"D",0.0778,-16.596,1,78.717,"D"
1986,0.0324,396840,0.906,1,"E",0.099,-6.085,1,116.041,"C"
2001,0.224,223133,0.457,1,"Ab",0.0832,-9.075,1,100.043,"B"
1982,0.0616,151000,0.826,0,"Gb",0.0957,-8.769,0,163.739,"C"
1971,0.382,323093,0.755,1,"D",0.073,-13.592,1,98.784,"C"
2020,0.0491,199897,0.678,1,"Bb",0.138,-5.227,1,136.858,"A"
1971,0.819,179507,0.568,1,"A",0.143,-10.497,1,157.544,"D"
2018,0.523,260903,0.688,1,"B",0.148,-4.943,1,155.157,"B"
2014,0.25,260160,0.61,0,"Ab",0.113,-9.665,0,125.227,"A"
1976,0.129,244813,0.627,0,"G",0.127,-11.436,0,74.76,"C"
1994,0.44,189827,0.314,1,"Bb",0.106,-15.213,1,166.847,"C"
1970,0.359,187133,0.819,1,"F",0.18,-6.786,1,104.517,"C"
1974,0.321,155827,0.282,0,"C",0.11,-21.745,0,97.315,"C"
1945,0.987,168438,0.208,0,"F",0.314,-11.503,0,81.581,"D"
1959,0.555,113973,0.565,0,"E",0.108,-10.305,0,146.191,"D"
1946,0.802,1295947,0.0561,0,"Ab",0.196,-20.894,0,79.937,"D"
1961,0.453,117587,0.532,0,"Db",0.0397,-6.664,0,156.21,"C"
1986,0.296,243093,0.837,0,"D",0.0567,-6.943,0,132.152,"A"
2015,0.915,180000,0.592,0,"Db",0.112,-32.795,0,140.508,"B"
1969,0.0569,158866,0.7,0,"C",0.269,-5.781,0,116.035,"C"
2011,0.0208,234147,0.944,0,"A",0.384,-4.086,0,168.084,"B"
1965,0.0389,169732,0.861,0,"A",0.418,-8.182,0,104.329,"C"
1973,0.486,198640,0.689,0,"F",0.214,-13.54,0,155.333,"C"
2011,0.00887,231840,0.965,1,"D",0.0448,-2.882,1,185.278,"A"
1993,0.75,373307,0.208,0,"Eb",0.107,-18.813,0,58.649,"C"
1951,0.98,260333,0.226,0,"E",0.517,-16.192,0,113.005,"D"
1954,0.651,65372,0.159,0,"Gb",0.507,-19.549,0,126.534,"D"
1989,0.000237,91467,0.981,0,"D",0.112,-4.749,0,107.24,"C"
1966,0.54,146960,0.327,1,"D",0.0629,-16.48,1,76.016,"C"
1978,0.558,180240,0.628,0,"A",0.102,-13.913,0,133.965,"C"
1928,0.732,100700,0.286,0,"F",0.292,-15.861,0,114.059,"D"
2019,0.00124,278656,0.621,0,"D",0.0596,-5.205,0,91.845,"A"
1959,0.957,177267,0.184,0,"F",0.301,-14.313,0,80.854,"D"
1979,4.01e-05,338693,0.989,0,"G",0.173,-4.418,0,132.406,"C"
1984,0.0532,240933,0.708,1,"B",0.305,-13.027,1,117.74,"B"
1922,0.996,155653,0.0763,0,"E",0.169,-25.843,0,75.313,"D"
1931,0.933,131480,0.33,0,"Db",0.119,-20.697,0,78.403,"D"
