"year","acousticness","duration","energy","explicit","key","liveness","loudness","mode","tempo","pop.class"
1998,0.161,185226,0.873,1,"A",0.115,-4.357,1,101.348,"B"
2001,0.436,273960,0.48,1,"A",0.0879,-7.59,1,106.908,"B"
1983,0.0784,179413,0.63,0,"B",0.381,-13.091,0,124.875,"C"
1988,0.454,259814,0.614,0,"F",0.638,-12.522,0,140.158,"B"
1992,0.348,218720,0.735,0,"G",0.05,-9.224,0,172.018,"B"
1948,0.889,208600,0.216,0,"Db",0.812,-13.464,0,99.288,"D"
1930,0.987,285267,0.0417,1,"A",0.128,-27.161,1,74.931,"D"
1953,0.988,182333,0.0863,1,"Ab",0.139,-17.877,1,112.581,"D"
1959,0.748,132667,0.519,0,"D",0.115,-7.53,0,105.882,"D"
1964,0.0591,113000,0.888,0,"G",0.758,-7.499,0,97.351,"C"
2010,0.288,298098,0.482,0,"F",0.117,-7.9,0,169.677,"B"
2000,0.0217,254773,0.929,1,"D",0.326,-3.238,1,79.864,"B"
1971,0.761,190827,0.342,0,"A",0.149,-15.601,0,147.724,"C"
2019,0.0488,172787,0.64,0,"E",0.0647,-5.285,0,90.032,"A"
1996,0.000165,277493,0.913,0,"C",0.247,-5.289,0,99.92,"B"
1981,0.222,262400,0.459,1,"Db",0.285,-9.292,1,114.497,"B"
1968,0.28,184413,0.544,0,"Eb",0.293,-8.436,0,118.092,"C"
1969,0.852,169560,0.128,0,"E",0.118,-19.497,0,75.435,"C"
1990,0.0294,246093,0.917,0,"G",0.317,-8.389,0,136.432,"C"
1978,0.691,171813,0.311,0,"A",0.0622,-15.906,0,90.627,"C"
2007,0.0269,278147,0.469,1,"Db",0.073,-9.852,1,94.345,"B"
2001,0.00509,296054,0.828,0,"B",0.0959,-5.964,0,127.983,"B"
1959,0.938,174640,0.0837,1,"Bb",0.114,-27.054,1,55.788,"D"
1987,0.924,186507,0.178,0,"Bb",0.103,-16.131,0,150.671,"C"
2007,0.317,148453,0.731,0,"E",0.297,-4.803,0,190.921,"B"
1980,0.111,204520,0.748,0,"D",0.0549,-10.012,0,98.183,"B"
2011,0.0381,251147,0.466,0,"Gb",0.353,-6.659,0,139.978,"A"
1977,0.196,137800,0.818,0,"G",0.722,-11.317,0,144.406,"C"
1941,0.994,110187,0.217,1,"Gb",0.0915,-19.204,1,83.495,"D"
1952,0.964,174587,0.379,1,"C",0.0956,-9.942,1,105.638,"C"
2011,0.0104,214987,0.704,0,"Db",0.0905,-8.32,0,115.041,"B"
2011,0.231,228347,0.329,0,"Bb",0.107,-10.347,0,91.523,"B"
1998,0.371,282667,0.693,0,"G",0.243,-8.09,0,75.077,"B"
1973,0.722,321027,0.383,0,"F",0.0657,-12.647,0,133.14,"C"
1945,0.994,170160,0.209,0,"Ab",0.0907,-19.496,0,130.725,"D"
1989,0.557,240493,0.184,0,"C",0.235,-13.274,0,80.326,"B"
2002,0.755,212107,0.397,0,"E",0.178,-11.472,0,82.764,"B"
1977,0.181,179493,0.765,1,"B",0.207,-11.285,1,112.556,"C"
1953,0.977,181027,0.33,0,"Eb",0.172,-13.188,0,95.294,"D"
1948,0.993,98655,0.319,0,"A",0.171,-8.722,0,118.461,"D"
1955,0.624,196936,0.946,0,"F",0.214,-8.187,0,132.473,"D"
1949,0.994,210040,0.122,0,"E",0.405,-13.724,0,75.825,"D"
1992,0.192,160200,0.673,0,"Ab",0.35,-11.169,0,142.454,"C"
2015,0.0318,191440,0.935,0,"A",0.0977,-3.348,0,172.023,"B"
1967,0.828,379841,0.55,0,"Bb",0.0445,-11.349,0,104.067,"C"
2019,0.116,174800,0.568,0,"Db",0.165,-6.356,0,166.107,"A"
2015,0.93,158720,0.219,0,"C",0.227,-10.204,0,74.739,"A"
2010,0.285,293147,0.595,1,"Gb",0.0959,-7.508,1,131.011,"B"
1997,0.731,324200,0.229,0,"Bb",0.128,-17.57,0,110.582,"B"
2018,0.733,166093,0.4,1,"B",0.334,-11.212,1,150.133,"A"
1991,0.0852,294333,0.463,0,"D",0.0483,-13.122,0,127.084,"B"
1980,0.263,212667,0.645,0,"A",0.901,-15.2,0,109.581,"B"
1975,0.974,196960,0.0619,0,"D",0.122,-20.374,0,64.729,"C"
1945,0.729,557715,0.293,1,"Ab",0.113,-17.966,1,82.402,"D"
2012,0.000328,232240,0.833,0,"E",0.0765,-4.694,0,125.025,"B"
1960,0.985,309360,0.0432,0,"Ab",0.101,-22.772,0,111.976,"B"
2019,0.639,122113,0.542,1,"Eb",0.113,-6.753,1,142.031,"A"
1956,0.945,317480,0.154,1,"D",0.124,-14.663,1,58.603,"D"
2016,0.00228,240373,0.952,1,"Db",0.321,-3.221,1,92.93,"B"
1980,0.813,335480,0.193,0,"C",0.16,-15.807,0,128.642,"C"
1992,0.598,148201,0.687,1,"Bb",0.171,-9.151,1,146.928,"C"
1998,0.112,220533,0.671,0,"G",0.248,-8.909,0,97.184,"B"
1950,0.699,144867,0.412,0,"F",0.0862,-11.405,0,144.52,"C"
2007,0.397,326798,0.731,1,"C",0.509,-7.368,1,115.018,"B"
1971,0.232,176867,0.49,0,"D",0.0887,-9.329,0,132.644,"B"
1955,0.969,127107,0.0727,0,"C",0.102,-16.462,0,101.961,"D"
1921,0.971,448052,0.22,0,"Ab",0.0894,-13.305,0,111.811,"D"
1957,0.631,136867,0.323,0,"E",0.497,-10.114,0,129.131,"D"
1959,0.919,201400,0.154,0,"Db",0.107,-15.56,0,62.377,"D"
1950,0.982,75707,0.348,0,"Bb",0.0965,-20.64,0,136.475,"D"
1951,0.98,154827,0.331,0,"F",0.104,-17.261,0,102.678,"C"
1999,0.144,273227,0.671,0,"Db",0.106,-6.715,0,93.053,"C"
2004,0.16,134587,0.664,1,"Gb",0.131,-5.218,1,129.946,"B"
1994,0.617,213600,0.313,0,"C",0.115,-18.09,0,170.013,"A"
1942,0.968,201509,0.235,0,"F",0.114,-10.547,0,129.976,"D"
1987,0.461,194133,0.949,1,"C",0.0522,-4.664,1,107.798,"B"
2020,0.355,158825,0.717,1,"B",0.151,-6.056,1,144.872,"A"
1953,0.777,211960,0.547,0,"Ab",0.554,-10.001,0,130.195,"D"
2002,0.568,264667,0.435,0,"B",0.0738,-7.262,0,64.898,"C"
1979,0.0467,242013,0.531,0,"F",0.143,-9.108,0,74.849,"C"
2010,0.388,178027,0.905,0,"Gb",0.183,-6.531,0,129.924,"B"
1934,0.976,155187,0.255,0,"Db",0.15,-15.832,0,76.726,"D"
1998,0.082,222267,0.942,1,"Ab",0.0318,-4.272,1,128.754,"C"
2003,0.134,286653,0.2,0,"E",0.341,-13.569,0,133.113,"B"
1952,0.98,1695707,0.308,0,"F",0.729,-15.607,0,132.53,"D"
2008,0.09,249467,0.442,0,"A",0.357,-13.838,0,124.983,"B"
2012,0.872,329000,0.422,1,"Db",0.102,-11.076,1,165.695,"B"
2001,0.29,128000,0.604,0,"G",0.142,-7.556,0,121.414,"B"
1942,0.995,152451,0.179,0,"Bb",0.0985,-19.075,0,129.669,"D"
1937,0.711,157440,0.215,1,"D",0.107,-14.907,1,89.611,"D"
2009,0.00261,225493,0.916,1,"Gb",0.156,-3.141,1,197.817,"B"
2013,0.0537,191040,0.73,1,"Gb",0.14,-6.779,1,95.027,"A"
1942,0.995,113136,0.163,0,"C",0.121,-11.262,0,136.61,"D"
1981,0.0149,294627,0.675,0,"C",0.217,-9.725,0,103.415,"C"
1939,0.939,190373,0.466,0,"Ab",0.332,-5.001,0,124.767,"D"
1992,0.371,199046,0.482,0,"Bb",0.183,-7.823,0,190.447,"B"
1998,0.00125,140333,0.956,0,"D",0.102,-4.588,0,180.269,"C"
1977,0.808,154000,0.183,1,"A",0.114,-16.153,1,106.243,"C"
1991,0.0706,312040,0.369,1,"G",0.494,-13.153,1,129.965,"B"
2002,0.353,183267,0.53,0,"Bb",0.0539,-9.947,0,94.656,"B"
1988,0.692,389560,0.884,0,"F",0.0745,-8.241,0,177.989,"B"
1940,0.805,205800,0.613,0,"E",0.276,-8.994,0,123.056,"D"
2018,0.26,234228,0.551,1,"B",0.115,-8.411,1,113.079,"B"
1961,0.791,303960,0.347,0,"F",0.251,-15.224,0,82.908,"D"
1983,0.0821,568467,0.61,0,"D",0.0772,-13.429,0,97.917,"D"
1965,0.995,282013,0.0198,0,"B",0.101,-27.385,0,72.335,"C"
1988,0.0298,268720,0.929,0,"Db",0.362,-4.889,0,126.659,"C"
2006,0.081,323960,0.603,0,"D",0.0833,-7.788,0,158.873,"B"
2014,0.0213,148427,0.729,0,"A",0.188,-8.107,0,168.15,"B"
2013,0.0637,267200,0.526,0,"D",0.107,-10.391,0,118.995,"B"
1940,0.97,69799,0.064,0,"Db",0.118,-29.745,0,80.265,"D"
2001,0.658,226693,0.517,0,"D",0.0791,-5.96,0,68.003,"B"
1963,0.519,360867,0.478,0,"C",0.139,-10.168,0,115.637,"C"
2011,0.33,215509,0.799,0,"A",0.108,-6.883,0,157.74,"A"
2010,0.96,206968,0.386,1,"D",0.218,-18.984,1,72.137,"B"
1978,0.192,227600,0.285,0,"A",0.0939,-11.205,0,111.321,"C"
1977,0.574,295427,0.649,1,"Db",0.0783,-8.488,1,131.049,"C"
1928,0.972,347760,0.236,0,"Db",0.169,-19.166,0,96.265,"D"
1956,0.871,410933,0.269,1,"A",0.174,-10.066,1,80.475,"D"
1990,0.952,101640,0.159,0,"C",0.376,-13.899,0,137.559,"C"
1955,0.0589,156200,0.442,1,"Bb",0.202,-10.727,1,121.573,"D"
2006,6.71e-05,258587,0.811,1,"C",0.0851,-4.006,1,130.899,"B"
2015,0.0705,202680,0.273,1,"B",0.0893,-10.302,1,104.757,"B"
1981,1.9e-05,205760,0.953,0,"D",0.154,-3.445,0,98.846,"C"
1965,0.712,129533,0.133,1,"A",0.0924,-12.903,1,68.152,"C"
1935,0.178,115695,0.138,0,"B",0.324,-16.197,0,90.819,"D"
1945,0.995,148267,0.0404,0,"B",0.0875,-28.034,0,132.36,"D"
1986,0.000509,232933,0.888,0,"Gb",0.0932,-5.598,0,117.209,"C"
1967,0.123,185693,0.608,0,"G",0.136,-11.283,0,89.651,"C"
1981,0.225,309120,0.753,0,"A",0.304,-7.563,0,167.077,"C"
1931,0.994,177507,0.251,1,"B",0.128,-10.339,1,121.694,"D"
1969,0.0519,171133,0.618,1,"B",0.0548,-10.811,1,149.73,"C"
2014,0.599,153063,0.423,0,"D",0.255,-13.739,0,210.715,"D"
1954,0.962,185533,0.152,0,"F",0.355,-14.925,0,76.98,"D"
2005,0.82,148467,0.9,1,"Eb",0.262,-4.1,1,92.087,"B"
1957,0.919,189000,0.142,0,"B",0.133,-17.025,0,81.791,"D"
1997,0.134,145560,0.534,0,"Gb",0.0521,-7.055,0,143.014,"B"
1986,0.00374,221227,0.37,1,"B",0.0922,-14.316,1,85.247,"C"
1944,0.993,184366,0.0231,0,"Eb",0.0943,-29.523,0,68.256,"D"
1962,0.785,151265,0.479,0,"Bb",0.872,-7.088,0,67.587,"C"
1987,0.03,187849,0.814,0,"D",0.114,-7.06,0,141.256,"B"
1997,0.00204,99867,0.927,1,"D",0.334,-5.045,1,176.848,"C"
1990,0.0228,200680,0.676,1,"F",0.0631,-10.582,1,129.948,"B"
1931,0.262,175484,0.386,1,"F",0.0886,-7.272,1,93.064,"D"
2015,0.204,213000,0.616,0,"B",0.0628,-7.087,0,119.963,"B"
1948,0.949,521413,0.26,0,"D",0.107,-16.057,0,123.888,"D"
2011,0.545,196272,0.788,0,"G",0.0997,-8.025,0,128.218,"B"
1940,0.56,189330,0.126,0,"C",0.504,-16.879,0,120.525,"D"
2019,0.00367,203676,0.75,1,"B",0.166,-3.693,1,142.023,"A"
2011,0.0203,292373,0.406,0,"A",0.0757,-12.626,0,122.658,"B"
1981,0.764,246960,0.434,1,"C",0.0822,-9.529,1,108.754,"B"
1991,0.175,317307,0.582,1,"G",0.0672,-10.345,1,124.838,"A"
1997,0.473,316960,0.687,0,"Ab",0.0784,-10.302,0,111.932,"A"
1986,0.127,297866,0.552,0,"C",0.105,-9.351,0,95.166,"B"
1945,0.981,234267,0.101,0,"D",0.419,-22.383,0,121.175,"D"
1990,0.714,167427,0.432,0,"Db",0.609,-10.851,0,73.251,"B"
2008,0.00658,163053,0.867,1,"Ab",0.0818,-4.447,1,103.92,"B"
1966,0.827,144333,0.147,0,"C",0.0915,-16.186,0,82.804,"C"
1975,0.755,211400,0.202,1,"G",0.0733,-19.565,1,173.365,"B"
1948,0.914,105500,0.297,0,"Db",0.293,-14.952,0,83.52,"D"
2019,0.94,220786,0.0692,0,"D",0.0997,-22.101,0,135.969,"A"
2004,0.0444,325573,0.417,0,"G",0.0833,-6.799,0,77.49,"A"
2018,0.93,74866,0.384,1,"Gb",0.604,-13.644,1,75.956,"A"
1971,0.96,201067,0.0918,0,"C",0.121,-11.433,0,102.163,"C"
1930,0.972,192240,0.297,0,"D",0.107,-9.768,0,78.955,"D"
1983,0.00363,211067,0.945,0,"C",0.345,-9.611,0,139.044,"C"
1950,0.899,190120,0.241,1,"G",0.18,-12.491,1,72.473,"D"
1977,0.00863,228227,0.531,0,"F",0.212,-10.107,0,175.732,"C"
2002,0.0908,239867,0.686,1,"Bb",0.0669,-5.923,1,132.107,"B"
1956,0.603,333493,0.439,0,"F",0.0976,-12.816,0,120.417,"C"
1960,0.95,892733,0.136,1,"D",0.122,-21.91,1,99.452,"D"
1975,0.938,258133,0.0897,0,"C",0.0847,-19.012,0,70.387,"C"
1974,0.0432,192973,0.908,0,"C",0.112,-6.324,0,110.3,"C"
1930,0.995,163000,0.366,0,"Gb",0.128,-9.655,0,153.854,"D"
1970,0.661,267693,0.289,1,"B",0.157,-13.928,1,91.646,"C"
1999,0.00295,261933,0.681,0,"Eb",0.275,-8,0,114.329,"C"
2012,0.0625,183560,0.836,0,"Ab",0.202,-3.394,0,126.889,"A"
1935,0.972,170307,0.0839,0,"Ab",0.179,-10.074,0,80.241,"D"
1933,0.957,189708,0.102,1,"F",0.131,-26.599,1,62.147,"D"
1953,0.849,656667,0.158,1,"F",0.143,-22.924,1,81.003,"D"
2003,0.029,197293,0.94,0,"C",0.164,-3.266,0,144.081,"B"
1966,0.835,166040,0.319,0,"Eb",0.116,-12.264,0,183.515,"C"
2005,0.593,215947,0.44,0,"B",0.402,-9.273,0,72.015,"B"
1972,0.918,158627,0.245,0,"Eb",0.131,-15.434,0,82.962,"C"
1965,0.712,166253,0.223,1,"D",0.0924,-17.295,1,101.386,"C"
1994,0.0134,244627,0.631,1,"D",0.116,-11.98,1,90.62,"B"
1999,0.166,278533,0.826,0,"G",0.358,-7.458,0,98.368,"B"
2019,0.912,235587,0.198,0,"D",0.0972,-9.096,0,138.624,"A"
2020,0.246,225213,0.606,0,"G",0.109,-4.262,0,111.089,"A"
1993,0.318,143333,0.669,0,"A",0.202,-5.281,0,146.493,"B"
1982,0.00943,393533,0.834,0,"A",0.719,-4.441,0,103.106,"C"
2011,0.836,215125,0.571,1,"B",0.0918,-6.436,1,90.033,"A"
1973,0.797,329400,0.658,0,"A",0.161,-6.017,0,150.236,"C"
2014,0.0515,242693,0.518,1,"Gb",0.113,-8.648,1,110.059,"B"
2007,0.000462,447373,0.963,1,"B",0.12,-4.163,1,106.006,"B"
2012,0.00797,254351,0.656,0,"B",0.108,-5.07,0,131.04,"B"
1977,0.532,245520,0.383,0,"C",0.964,-11.748,0,202.314,"C"
1961,0.86,192560,0.155,0,"Eb",0.162,-17.415,0,104.454,"D"
2015,0.546,244820,0.393,0,"F",0.11,-8.199,0,83.851,"A"
1958,0.442,342067,0.546,1,"A",0.167,-7.459,1,118.215,"B"
1967,0.659,158347,0.48,0,"A",0.166,-12.181,0,133.923,"C"
1994,0.00121,364867,0.862,0,"Db",0.0889,-6.073,0,125.002,"C"
1974,0.705,346307,0.635,1,"A",0.108,-9.848,1,96.416,"B"
1989,0.417,303200,0.872,1,"D",0.131,-8.449,1,91.819,"C"
1938,0.995,163827,0.147,0,"Eb",0.163,-16.667,0,110.256,"D"
1948,0.995,208006,0.0605,1,"A",0.0918,-13.322,1,121.752,"D"
1994,0.368,241693,0.666,0,"Ab",0.0891,-6.442,0,159.234,"B"
1972,0.573,188400,0.778,0,"A",0.132,-13.117,0,126.697,"C"
2008,0.019,223427,0.774,1,"B",0.478,-5.192,1,123.061,"B"
2015,0.185,225013,0.297,1,"Gb",0.103,-11.768,1,112.008,"B"
1982,0.00031,120867,0.885,0,"Db",0.121,-10.467,0,197.243,"B"
1954,0.959,152333,0.119,0,"Bb",0.247,-19.307,0,78.684,"D"
1998,0.141,170293,0.862,0,"A",0.0878,-5.029,0,124.884,"C"
2009,0.919,90773,0.0779,1,"E",0.114,-27.744,1,110.917,"B"
1935,0.959,166800,0.255,0,"D",0.227,-15.01,0,129.499,"D"
1927,0.995,176187,0.117,1,"B",0.109,-21.56,1,117.327,"D"
1992,0.00569,250600,0.384,0,"G",0.158,-12.64,0,121.9,"B"
1939,0.991,196534,0.678,0,"A",0.131,-7.455,0,120.282,"C"
2001,0.541,271200,0.845,1,"A",0.104,-6.918,1,103.007,"C"
1946,0.939,166480,0.2,0,"Eb",0.103,-11.129,0,71.117,"D"
2014,2.95e-05,255693,0.942,0,"F",0.47,-4.117,0,139.952,"B"
1991,0.0146,248504,0.922,0,"C",0.198,-3.886,0,173.494,"C"
1998,0.127,333960,0.726,1,"A",0.119,-8.421,1,147.925,"C"
1997,0.0183,335093,0.666,0,"Ab",0.809,-9.026,0,110.822,"C"
1982,0.455,231000,0.49,0,"Ab",0.388,-11.838,0,101.607,"B"
1960,0.865,213022,0.335,0,"D",0.638,-12.848,0,177.004,"C"
2019,0.728,221627,0.23,0,"Eb",0.0928,-12.746,0,115.051,"D"
1939,0.895,190960,0.373,1,"D",0.122,-9.625,1,122.901,"D"
1990,0.157,212493,0.535,0,"E",0.72,-8.555,0,136.464,"A"
1985,0.471,169867,0.385,1,"Gb",0.124,-14.283,1,125.138,"B"
1960,0.786,136973,0.398,0,"C",0.473,-11.041,0,76.897,"D"
2010,0.000738,177773,0.846,0,"A",0.053,-4.581,0,132.997,"B"
2019,0.22,151040,0.598,1,"F",0.122,-5.613,1,153.905,"A"
1963,0.737,481800,0.146,0,"G",0.206,-15.875,0,92.572,"D"
1974,0.638,208693,0.134,1,"C",0.106,-20.161,1,89.993,"C"
2009,0.000998,187293,0.949,1,"F",0.0818,-3.676,1,184.91,"B"
2008,0.666,358333,0.589,0,"G",0.454,-6.966,0,104.76,"B"
1997,0.0359,273280,0.794,0,"D",0.0794,-5.628,0,80.175,"B"
1973,0.941,832840,0.362,0,"Bb",0.933,-16.326,0,79.178,"C"
1948,0.71,166400,0.466,0,"Gb",0.148,-12.349,0,178.113,"D"
2010,0.466,239693,0.552,0,"A",0.108,-7.888,0,83.81,"B"
1958,0.853,202227,0.0902,0,"E",0.164,-23.091,0,102.962,"D"
1956,0.959,286860,0.149,1,"F",0.103,-13.549,1,119.737,"D"
1964,0.209,119867,0.526,0,"Gb",0.125,-6.425,0,153.73,"D"
2001,0.44,257400,0.465,1,"G",0.141,-4.215,1,175.86,"B"
2020,5.79e-05,126827,0.647,0,"Db",0.0417,-4.476,0,155.111,"A"
1997,0.941,149533,0.11,1,"F",0.103,-17.7,1,137.181,"C"
1942,0.968,311639,0.265,0,"E",0.317,-11.304,0,70.581,"D"
1945,0.922,176000,0.229,0,"Db",0.103,-12.424,0,138.229,"D"
1969,0.462,187533,0.762,1,"B",0.0804,-6.47,1,128.111,"A"
2020,0.1,170173,0.745,0,"Ab",0.063,-5.774,0,165.755,"A"
1924,0.996,156587,0.524,0,"G",0.13,-10.125,0,127.607,"D"
1995,0.898,215627,0.166,1,"E",0.128,-13.902,1,170.628,"B"
1996,0.0311,413560,0.805,1,"G",0.0645,-9.966,1,108.954,"B"
2014,0.000744,211875,0.99,0,"B",0.0626,-1.888,0,127.964,"B"
1998,0.13,218200,0.603,0,"Bb",0.159,-7.991,0,75.97,"B"
1988,0.0226,254520,0.912,1,"Bb",0.0825,-4.148,1,91.889,"C"
1969,0.622,202267,0.387,0,"Db",0.0237,-12.182,0,78.594,"C"
1972,0.759,186093,0.483,0,"G",0.143,-3.531,0,97.77,"C"
1965,0.36,73133,0.246,0,"G",0.046,-16.275,0,98.839,"C"
1992,0.364,292960,0.631,0,"C",0.0825,-4.982,0,141.131,"B"
2017,0.0942,181543,0.624,0,"Eb",0.115,-6.299,0,149.95,"A"
1970,0.425,210560,0.22,0,"D",0.183,-12.396,0,77.479,"C"
1976,0.0687,376480,0.49,0,"Ab",0.103,-14.505,0,123.909,"C"
2011,0.179,197813,0.833,0,"E",0.0677,-4.334,0,184.975,"A"
1989,0.00581,71773,0.976,0,"D",0.052,-4.871,0,92.396,"C"
1957,0.992,150309,0.138,0,"Db",0.113,-18.732,0,148.774,"C"
1985,0.0521,232666,0.958,1,"Bb",0.334,-6.524,1,126.594,"C"
1966,0.0281,175107,0.881,0,"E",0.0854,-8.732,0,126.305,"D"
1997,0.433,393733,0.253,0,"B",0.116,-10.665,0,83.213,"B"
1941,0.993,39307,0.46,0,"Eb",0.121,-17.743,0,86.531,"D"
1961,0.92,245507,0.348,0,"Bb",0.0996,-17.024,0,91.118,"D"
1972,0.65,177667,0.728,0,"G",0.114,-7.387,0,174.33,"B"
1982,0.97,195200,0.185,0,"D",0.381,-16.07,0,84.904,"C"
1992,0.0845,146867,0.321,0,"Eb",0.111,-16.51,0,109.029,"C"
1972,0.596,94507,0.489,0,"F",0.75,-11.121,0,75.611,"C"
1963,0.549,376440,0.247,0,"G",0.166,-12.586,0,92.276,"C"
1982,0.0773,303200,0.505,0,"Gb",0.0864,-9.323,0,71.618,"C"
1977,0.714,225893,0.482,0,"Ab",0.0548,-5.808,0,175.824,"D"
1974,0.0499,165053,0.53,1,"B",0.665,-8.407,1,86.043,"C"
2003,0.231,223267,0.379,1,"Gb",0.117,-8.773,1,161.098,"C"
2003,0.945,306893,0.137,0,"Db",0.109,-14.076,0,76.603,"B"
1950,0.383,130809,0.246,1,"Bb",0.243,-18.655,1,93.901,"D"
2015,0.109,177280,0.565,1,"B",0.274,-5.772,1,130.025,"B"
1950,0.996,343107,0.0147,1,"Db",0.134,-33.349,1,75.973,"D"
1950,0.829,146200,0.469,0,"D",0.0974,-9.518,0,77.749,"D"
2012,0.402,321360,0.403,1,"D",0.0617,-11.791,1,67.531,"B"
1942,0.989,90093,0.183,0,"B",0.325,-9.282,0,134.42,"D"
1973,0.302,276507,0.548,0,"G",0.647,-13.514,0,148.552,"C"
1951,0.949,1242667,0.151,0,"Eb",0.0833,-16.43,0,136.185,"D"
1962,0.848,164693,0.328,0,"C",0.324,-8.196,0,96.23,"C"
2008,0.0387,224575,0.675,0,"Bb",0.154,-7.81,0,79.419,"B"
1985,0.00762,242893,0.797,0,"C",0.0993,-6.988,0,142.567,"C"
1942,0.979,204067,0.2,1,"E",0.314,-11.317,1,93.801,"D"
1947,0.609,217480,0.472,1,"B",0.627,-12.563,1,113.809,"D"
1927,0.991,192773,0.452,0,"F",0.0828,-10.351,0,125.229,"C"
1959,0.602,150040,0.43,0,"G",0.328,-8.011,0,120.249,"D"
1980,0.739,367280,0.488,0,"D",0.0749,-13.471,0,109.931,"C"
1946,0.995,42147,0.136,0,"Bb",0.111,-21.56,0,96.726,"D"
1990,0.589,196667,0.462,0,"D",0.342,-7.79,0,128.819,"B"
1954,0.994,218840,0.246,0,"Ab",0.111,-13.038,0,114.081,"D"
1983,0.0118,270587,0.958,1,"D",0.533,-3.353,1,138.145,"C"
1973,0.0387,191160,0.846,0,"A",0.16,-6.655,0,123.391,"C"
1982,0.0563,214813,0.477,0,"D",0.0789,-6.121,0,166.374,"C"
1954,0.772,211984,0.301,0,"F",0.185,-15.164,0,79.425,"D"
1979,0.481,152333,0.39,0,"A",0.21,-12.719,0,186.464,"C"
1968,0.376,278373,0.974,0,"C",0.0513,-5.939,0,144.084,"C"
2016,0.306,225667,0.725,0,"G",0.0548,-5.602,0,146.011,"B"
2003,0.0695,293173,0.409,0,"Db",0.079,-10.41,0,131.983,"B"
2015,0.292,265382,0.451,0,"A",0.101,-6.163,0,150.008,"B"
1954,0.945,719333,0.116,0,"E",0.124,-18.703,0,139.642,"D"
1994,0.038,159040,0.276,0,"Eb",0.309,-13.527,0,105.181,"B"
2000,0.0626,256973,0.607,0,"G",0.0515,-5.658,0,98.054,"B"
1995,3.69e-05,237360,0.943,0,"B",0.366,-5.238,0,112.009,"B"
1954,0.975,102867,0.0978,0,"F",0.261,-18.534,0,169.574,"D"
2010,0.632,194627,0.292,0,"E",0.114,-6.724,0,140.006,"A"
1965,0.826,163360,0.369,1,"G",0.224,-10.212,1,116.074,"D"
2019,0.801,184695,0.288,0,"E",0.37,-9.431,0,100.385,"A"
1982,0.137,337840,0.737,1,"D",0.0945,-9.354,1,134.521,"C"
1980,0.741,179160,0.11,1,"E",0.0635,-18.622,1,143.487,"B"
2017,0.0232,282547,0.939,0,"D",0.304,-1.596,0,141.942,"A"
1928,0.996,173827,0.0601,1,"B",0.108,-18.075,1,112.262,"D"
1997,0.0317,277640,0.714,0,"A",0.362,-5.09,0,75.03,"B"
1984,0.00186,239800,0.792,0,"A",0.108,-7.732,0,149.127,"B"
2006,4.64e-05,274400,0.867,0,"F",0.0748,-5.078,0,93.389,"B"
1972,0.273,157200,0.359,1,"E",0.305,-6.833,1,101.332,"C"
1943,0.972,273293,0.259,1,"G",0.218,-12.496,1,168.581,"D"
1953,0.973,102893,0.234,0,"A",0.323,-16.781,0,108.646,"D"
1950,0.811,145067,0.451,1,"D",0.324,-9.909,1,163.813,"D"
2013,0.388,278045,0.765,1,"E",0.639,-7.379,1,142.147,"B"
1948,0.99,46827,0.148,0,"E",0.184,-18.705,0,133.928,"D"
1977,0.154,210827,0.641,0,"D",0.0475,-12.444,0,120.316,"B"
2010,0.0325,168613,0.705,0,"G",0.0693,-6.538,0,155.6,"B"
2015,0.00257,209558,0.869,0,"B",0.21,-4.732,0,93.24,"B"
1958,0.934,157840,0.199,1,"D",0.0867,-14.402,1,105.833,"C"
2009,0.541,186200,0.62,1,"Gb",0.0938,-7.352,1,111.957,"C"
1962,0.715,174867,0.211,0,"Bb",0.0918,-16.177,0,119.186,"C"
1980,0.335,245133,0.303,0,"A",0.136,-17.653,0,145.653,"C"
1983,0.738,228720,0.224,0,"D",0.0931,-17.139,0,94.1,"C"
1949,0.753,150893,0.776,0,"Bb",0.162,-7.469,0,170.222,"D"
1962,0.601,174653,0.252,1,"C",0.137,-9.214,1,92.351,"D"
1953,0.981,126667,0.131,0,"A",0.0834,-17.801,0,81.727,"D"
2001,0.172,204875,0.638,1,"E",0.128,-7.668,1,114.973,"B"
2002,0.564,243000,0.572,0,"Ab",0.233,-6.563,0,134.002,"B"
1972,0.686,252240,0.506,1,"B",0.155,-17.18,1,123.179,"A"
1966,0.851,152693,0.552,0,"F",0.276,-7.101,0,137.783,"C"
1959,0.938,183267,0.174,0,"F",0.104,-15.294,0,94.455,"D"
2005,0.981,210520,0.0906,0,"D",0.0991,-19.387,0,108.949,"B"
2012,0.705,215787,0.794,1,"D",0.0978,-3.701,1,118.075,"B"
1950,0.995,203293,0.0596,0,"C",0.182,-19.695,0,147.615,"D"
1977,0.436,265747,0.507,0,"Db",0.0941,-8.158,0,131.823,"C"
1975,0.854,148573,0.424,0,"D",0.177,-13.016,0,116.977,"C"
1992,0.7,212544,0.534,0,"G",0.0313,-6.879,0,181.309,"B"
2016,0.0717,224000,0.637,1,"E",0.0789,-4.83,1,172.006,"A"
2016,0.302,243120,0.689,1,"D",0.0869,-8.395,1,138.4,"B"
1984,0.000162,166667,0.697,1,"Bb",0.27,-10.446,1,127.154,"C"
